Price,Close,High,Low,Open,Volume
Ticker,TREX,TREX,TREX,TREX,TREX
Date,,,,,
2023-05-03,55.2400016784668,56.689998626708984,54.709999084472656,54.939998626708984,1303300
2023-05-04,53.22999954223633,55.27000045776367,53.08000183105469,55.130001068115234,777900
2023-05-05,55.22999954223633,55.59000015258789,53.369998931884766,53.90999984741211,1096800
2023-05-08,56.29999923706055,56.83000183105469,54.91999816894531,55.349998474121094,1474200
2023-05-09,60.88999938964844,62.65999984741211,59.790000915527344,61.0,3287400
2023-05-10,59.47999954223633,61.56999969482422,59.38999938964844,61.56999969482422,1571500
2023-05-11,58.09000015258789,59.84000015258789,57.47999954223633,59.689998626708984,1574400
2023-05-12,56.63999938964844,58.52000045776367,56.119998931884766,58.04999923706055,877300
2023-05-15,57.52000045776367,57.540000915527344,56.08000183105469,56.77000045776367,796100
2023-05-16,55.959999084472656,56.79999923706055,55.349998474121094,56.650001525878906,1006600
2023-05-17,57.11000061035156,57.81999969482422,55.06999969482422,56.0,1585900
2023-05-18,57.689998626708984,57.83000183105469,56.400001525878906,57.400001525878906,824600
2023-05-19,56.560001373291016,58.150001525878906,55.5,57.939998626708984,1261800
2023-05-22,56.56999969482422,56.90999984741211,56.209999084472656,56.4900016784668,667000
2023-05-23,54.189998626708984,55.970001220703125,53.349998474121094,55.630001068115234,1361800
2023-05-24,53.849998474121094,54.400001525878906,53.310001373291016,54.0099983215332,963900
2023-05-25,52.63999938964844,53.65999984741211,52.040000915527344,53.5099983215332,1330800
2023-05-26,52.93000030517578,53.08000183105469,51.56999969482422,52.29999923706055,598800
2023-05-30,52.91999816894531,53.72999954223633,52.11000061035156,53.470001220703125,656200
2023-05-31,51.349998474121094,53.06999969482422,51.08000183105469,52.59000015258789,1048700
2023-06-01,53.34000015258789,53.4900016784668,51.029998779296875,51.279998779296875,1026800
2023-06-02,55.88999938964844,56.31999969482422,53.939998626708984,54.400001525878906,986400
2023-06-05,55.650001525878906,56.189998626708984,54.0099983215332,55.279998779296875,816900
2023-06-06,57.47999954223633,58.130001068115234,55.41999816894531,55.54999923706055,825600
2023-06-07,58.209999084472656,59.34000015258789,57.810001373291016,57.95000076293945,857100
2023-06-08,58.900001525878906,58.900001525878906,57.54999923706055,58.040000915527344,1032500
2023-06-09,57.810001373291016,58.779998779296875,57.40999984741211,58.779998779296875,1021300
2023-06-12,58.41999816894531,58.86000061035156,57.220001220703125,58.0,1103300
2023-06-13,59.88999938964844,60.40999984741211,58.689998626708984,58.709999084472656,839900
2023-06-14,57.9900016784668,60.61000061035156,57.439998626708984,60.20000076293945,1266500
2023-06-15,59.349998474121094,59.380001068115234,57.119998931884766,57.38999938964844,985400
2023-06-16,58.43000030517578,59.130001068115234,58.099998474121094,58.93000030517578,1613800
2023-06-20,60.400001525878906,60.65999984741211,57.779998779296875,57.779998779296875,1097000
2023-06-21,60.060001373291016,60.38999938964844,58.83000183105469,60.18000030517578,1467700
2023-06-22,60.08000183105469,60.81999969482422,59.27000045776367,59.91999816894531,870700
2023-06-23,60.59000015258789,60.970001220703125,59.119998931884766,59.2599983215332,1014800
2023-06-26,61.56999969482422,62.33000183105469,60.470001220703125,60.470001220703125,929600
2023-06-27,63.779998779296875,64.12999725341797,61.880001068115234,62.16999816894531,886000
2023-06-28,64.4000015258789,64.69000244140625,63.459999084472656,63.84000015258789,990500
2023-06-29,64.98999786376953,65.51000213623047,64.11000061035156,64.4000015258789,896600
2023-06-30,65.55999755859375,66.19999694824219,65.08000183105469,65.76000213623047,611900
2023-07-03,64.94999694824219,66.81999969482422,64.91999816894531,65.68000030517578,466100
2023-07-05,64.44000244140625,65.62000274658203,63.849998474121094,64.73999786376953,668000
2023-07-06,62.33000183105469,63.81999969482422,61.7599983215332,63.560001373291016,845300
2023-07-07,62.18000030517578,63.209999084472656,62.11000061035156,62.52000045776367,508400
2023-07-10,65.30000305175781,65.30000305175781,61.849998474121094,62.04999923706055,816200
2023-07-11,68.3499984741211,68.77999877929688,65.51000213623047,65.77999877929688,1539600
2023-07-12,70.73999786376953,71.13999938964844,68.5,69.69999694824219,1779500
2023-07-13,70.51000213623047,71.45999908447266,69.73999786376953,71.20999908447266,763900
2023-07-14,69.88999938964844,70.54000091552734,69.4000015258789,70.44000244140625,703800
2023-07-17,70.69999694824219,70.83999633789062,69.22000122070312,69.94000244140625,830100
2023-07-18,69.1500015258789,71.4800033569336,68.79000091552734,71.20999908447266,1485800
2023-07-19,68.7699966430664,69.97000122070312,68.19000244140625,69.4000015258789,1067900
2023-07-20,66.94999694824219,68.88999938964844,66.2699966430664,68.88999938964844,1346100
2023-07-21,66.79000091552734,67.29000091552734,65.94999694824219,67.18000030517578,1023900
2023-07-24,66.55000305175781,67.76000213623047,65.80999755859375,66.98999786376953,830100
2023-07-25,67.45999908447266,67.87000274658203,66.1500015258789,66.22000122070312,748700
2023-07-26,69.37999725341797,69.58999633789062,67.12000274658203,67.12999725341797,893600
2023-07-27,68.02999877929688,70.5,67.94000244140625,70.0,713600
2023-07-28,69.26000213623047,70.5999984741211,68.69000244140625,68.9000015258789,1111900
2023-07-31,69.13999938964844,69.6500015258789,68.3499984741211,69.58999633789062,1470200
2023-08-01,75.94999694824219,75.9800033569336,71.0199966430664,74.0,2780800
2023-08-02,75.43000030517578,76.05000305175781,73.30000305175781,75.02999877929688,1402100
2023-08-03,71.51000213623047,75.19000244140625,71.4000015258789,75.08000183105469,1176900
2023-08-04,72.55999755859375,73.63999938964844,71.69000244140625,72.13999938964844,1080000
2023-08-07,74.83000183105469,74.91999816894531,72.29000091552734,72.5,1203200
2023-08-08,73.75,74.72000122070312,73.29000091552734,74.16000366210938,1199600
2023-08-09,73.9800033569336,74.51000213623047,72.37999725341797,73.91999816894531,867800
2023-08-10,74.5,76.02999877929688,73.83999633789062,74.38999938964844,806200
2023-08-11,74.52999877929688,75.7699966430664,74.1500015258789,74.26000213623047,468600
2023-08-14,75.0,75.30000305175781,73.9000015258789,74.37000274658203,628700
2023-08-15,74.05999755859375,75.12999725341797,73.7300033569336,74.66999816894531,463400
2023-08-16,72.43000030517578,74.22000122070312,72.2699966430664,73.83000183105469,650700
2023-08-17,68.33999633789062,72.9000015258789,68.0199966430664,72.55999755859375,1372500
2023-08-18,67.4000015258789,68.18000030517578,67.08000183105469,67.83000183105469,1408900
2023-08-21,67.98999786376953,68.08000183105469,66.54000091552734,67.41000366210938,959600
2023-08-22,68.43000030517578,68.87000274658203,67.55000305175781,68.48999786376953,966200
2023-08-23,70.37999725341797,70.44000244140625,68.6500015258789,68.94999694824219,809100
2023-08-24,69.45999908447266,71.0999984741211,69.44000244140625,70.04000091552734,633900
2023-08-25,68.62999725341797,70.0,67.02999877929688,69.73999786376953,860700
2023-08-28,68.66000366210938,69.26000213623047,68.0199966430664,68.76000213623047,844200
2023-08-29,71.3499984741211,71.4000015258789,67.9000015258789,68.41999816894531,869000
2023-08-30,71.29000091552734,71.9800033569336,71.08000183105469,71.44999694824219,604600
2023-08-31,71.37000274658203,71.6500015258789,70.77999877929688,71.29000091552734,581000
2023-09-01,72.75,73.04000091552734,71.79000091552734,72.23999786376953,569500
2023-09-05,70.12000274658203,72.1500015258789,69.22000122070312,71.69000244140625,1135300
2023-09-06,70.19000244140625,71.37999725341797,69.51000213623047,70.05000305175781,878700
2023-09-07,69.02999877929688,70.0,68.5199966430664,69.69000244140625,918100
2023-09-08,67.33000183105469,69.69000244140625,67.01000213623047,69.5999984741211,759100
2023-09-11,68.66000366210938,68.94000244140625,67.30000305175781,67.77999877929688,854200
2023-09-12,67.87000274658203,69.2699966430664,67.80999755859375,68.11000061035156,884300
2023-09-13,65.75,68.12000274658203,65.11000061035156,67.58000183105469,1125000
2023-09-14,66.9000015258789,67.0199966430664,65.75,66.30000305175781,724100
2023-09-15,64.91000366210938,66.23999786376953,64.12999725341797,66.23999786376953,2218500
2023-09-18,65.29000091552734,65.8499984741211,64.55999755859375,65.0,754700
2023-09-19,65.4800033569336,65.58999633789062,64.2699966430664,65.05999755859375,755700
2023-09-20,64.55999755859375,66.83999633789062,64.54000091552734,65.7300033569336,486400
2023-09-21,63.209999084472656,64.05000305175781,62.540000915527344,63.72999954223633,1024200
2023-09-22,63.959999084472656,64.38999938964844,63.310001373291016,63.849998474121094,849500
2023-09-25,64.23999786376953,64.72000122070312,63.58000183105469,63.58000183105469,842600
2023-09-26,63.599998474121094,64.79000091552734,63.599998474121094,63.90999984741211,795800
2023-09-27,61.41999816894531,64.3499984741211,61.2400016784668,64.20999908447266,1974500
2023-09-28,62.79999923706055,63.189998626708984,61.0,61.45000076293945,1524300
2023-09-29,61.630001068115234,63.5,61.33000183105469,63.4900016784668,1370800
2023-10-02,61.02000045776367,62.560001373291016,60.70000076293945,61.189998626708984,1173200
2023-10-03,58.720001220703125,61.11000061035156,57.869998931884766,60.869998931884766,2161300
2023-10-04,59.630001068115234,60.2400016784668,57.81999969482422,59.25,1228000
2023-10-05,58.20000076293945,59.97999954223633,57.91999816894531,59.43000030517578,897700
2023-10-06,58.619998931884766,59.52000045776367,57.16999816894531,57.189998626708984,1502500
2023-10-09,57.869998931884766,58.13999938964844,56.33000183105469,57.540000915527344,1465800
2023-10-10,59.08000183105469,60.2599983215332,57.81999969482422,58.099998474121094,865600
2023-10-11,59.810001373291016,60.119998931884766,58.56999969482422,59.209999084472656,713300
2023-10-12,56.9900016784668,59.369998931884766,56.02000045776367,59.060001373291016,1018600
2023-10-13,56.86000061035156,57.52000045776367,55.68000030517578,57.0,835900
2023-10-16,58.59000015258789,58.779998779296875,56.959999084472656,57.59000015258789,726300
2023-10-17,57.91999816894531,59.25,57.83000183105469,57.88999938964844,911500
2023-10-18,56.279998779296875,57.119998931884766,55.779998779296875,57.119998931884766,1341400
2023-10-19,54.790000915527344,56.4900016784668,54.529998779296875,55.959999084472656,1130900
2023-10-20,54.869998931884766,55.33000183105469,53.59000015258789,54.79999923706055,810500
2023-10-23,55.619998931884766,56.4900016784668,54.650001525878906,54.650001525878906,809500
2023-10-24,56.279998779296875,56.810001373291016,55.810001373291016,56.45000076293945,887500
2023-10-25,54.43000030517578,55.790000915527344,54.119998931884766,55.459999084472656,807200
2023-10-26,54.970001220703125,55.779998779296875,54.09000015258789,55.0,841900
2023-10-27,54.279998779296875,55.34000015258789,54.18000030517578,55.060001373291016,1007900
2023-10-30,55.29999923706055,55.95000076293945,54.56999969482422,54.77000045776367,1965100
2023-10-31,56.209999084472656,59.5,55.66999816894531,58.25,3256500
2023-11-01,58.400001525878906,59.119998931884766,56.16999816894531,56.40999984741211,1820500
2023-11-02,61.869998931884766,62.22999954223633,59.689998626708984,59.72999954223633,1849700
2023-11-03,62.709999084472656,64.61000061035156,62.619998931884766,63.290000915527344,1434200
2023-11-06,60.16999816894531,62.70000076293945,59.630001068115234,62.52000045776367,1333500
2023-11-07,61.15999984741211,61.86000061035156,60.20000076293945,60.20000076293945,702200
2023-11-08,61.4900016784668,61.939998626708984,60.88999938964844,60.95000076293945,522500
2023-11-09,60.369998931884766,61.75,60.130001068115234,61.75,586000
2023-11-10,61.41999816894531,61.72999954223633,59.86000061035156,60.83000183105469,692400
2023-11-13,61.380001068115234,61.630001068115234,60.599998474121094,61.09000015258789,436900
2023-11-14,66.04000091552734,66.76000213623047,63.7599983215332,64.02999877929688,1013700
2023-11-15,66.41999816894531,68.5,66.0199966430664,66.0199966430664,1024000
2023-11-16,66.0,66.83000183105469,65.83999633789062,66.44000244140625,516600
2023-11-17,67.55999755859375,67.58999633789062,66.41999816894531,66.5999984741211,667100
2023-11-20,67.83000183105469,68.12999725341797,66.77999877929688,67.37999725341797,855700
2023-11-21,67.58000183105469,68.0999984741211,67.16000366210938,67.41999816894531,638200
2023-11-22,67.58000183105469,68.63999938964844,67.41999816894531,68.0999984741211,526000
2023-11-24,68.2300033569336,68.83999633789062,67.01000213623047,67.19000244140625,246400
2023-11-27,68.9000015258789,69.79000091552734,67.54000091552734,67.66999816894531,796200
2023-11-28,69.05000305175781,69.3499984741211,68.05999755859375,68.52999877929688,711200
2023-11-29,70.22000122070312,71.3499984741211,69.91000366210938,70.0,845800
2023-11-30,70.2699966430664,70.54000091552734,69.11000061035156,70.1500015258789,886600
2023-12-01,72.06999969482422,72.22000122070312,69.63999938964844,70.20999908447266,902100
2023-12-04,72.66000366210938,72.76000213623047,71.22000122070312,71.77999877929688,667100
2023-12-05,71.86000061035156,73.08999633789062,71.66000366210938,72.51000213623047,492200
2023-12-06,72.58000183105469,74.31999969482422,72.47000122070312,72.72000122070312,877200
2023-12-07,72.87999725341797,73.19000244140625,72.27999877929688,72.5199966430664,618000
2023-12-08,72.95999908447266,74.25,72.76000213623047,72.76000213623047,457000
2023-12-11,72.52999877929688,73.19999694824219,72.44000244140625,73.05000305175781,660800
2023-12-12,72.8499984741211,73.69999694824219,71.98999786376953,72.61000061035156,787500
2023-12-13,75.44999694824219,75.72000122070312,71.41999816894531,71.58000183105469,889600
2023-12-14,80.13999938964844,80.58999633789062,77.19999694824219,77.4000015258789,1303100
2023-12-15,80.22000122070312,81.12000274658203,79.41999816894531,80.06999969482422,1798800
2023-12-18,79.01000213623047,81.06999969482422,78.3499984741211,80.6500015258789,658200
2023-12-19,80.91999816894531,81.0199966430664,79.48999786376953,79.7699966430664,954200
2023-12-20,81.55999755859375,84.68000030517578,81.01000213623047,81.51000213623047,1412300
2023-12-21,83.19000244140625,83.3499984741211,82.0199966430664,82.69999694824219,764000
2023-12-22,83.31999969482422,83.83000183105469,82.52999877929688,83.4800033569336,712200
2023-12-26,83.43000030517578,84.11000061035156,83.20999908447266,83.66000366210938,411900
2023-12-27,83.62000274658203,84.36000061035156,83.43000030517578,83.5999984741211,590700
2023-12-28,83.72000122070312,84.20999908447266,83.01000213623047,83.56999969482422,290600
2023-12-29,82.79000091552734,84.05999755859375,82.77999877929688,83.36000061035156,419700
2024-01-02,80.70999908447266,83.08000183105469,80.23999786376953,81.77999877929688,721000
2024-01-03,77.16000366210938,79.05000305175781,77.08000183105469,78.88999938964844,1087200
2024-01-04,76.4000015258789,77.97000122070312,76.18000030517578,76.31999969482422,1023000
2024-01-05,77.37000274658203,77.68000030517578,75.79000091552734,75.83999633789062,684700
2024-01-08,79.36000061035156,79.37000274658203,77.5,77.7699966430664,494100
2024-01-09,79.62000274658203,79.62000274658203,78.37000274658203,78.48999786376953,388600
2024-01-10,81.33999633789062,81.36000061035156,79.7300033569336,79.91999816894531,681600
2024-01-11,82.5,82.55000305175781,80.43000030517578,81.0199966430664,811600
2024-01-12,81.91999816894531,83.63999938964844,81.12999725341797,83.01000213623047,423800
2024-01-16,80.87000274658203,81.55000305175781,79.33000183105469,81.2699966430664,510600
2024-01-17,79.80000305175781,80.44000244140625,79.04000091552734,79.6500015258789,573100
2024-01-18,81.26000213623047,81.29000091552734,79.12999725341797,80.47000122070312,639400
2024-01-19,82.30000305175781,82.33000183105469,79.94999694824219,81.37999725341797,579500
2024-01-22,83.79000091552734,84.12000274658203,82.62999725341797,83.51000213623047,617800
2024-01-23,81.2699966430664,83.70999908447266,80.88999938964844,83.63999938964844,906400
2024-01-24,79.19000244140625,82.66999816894531,78.61000061035156,82.1500015258789,837200
2024-01-25,81.4000015258789,81.41999816894531,79.69000244140625,80.72000122070312,679700
2024-01-26,81.2300033569336,81.79000091552734,80.54000091552734,81.4800033569336,359600
2024-01-29,83.25,83.5,80.81999969482422,81.55999755859375,673400
2024-01-30,83.37000274658203,83.51000213623047,82.38999938964844,83.01000213623047,627200
2024-01-31,81.4800033569336,83.9000015258789,81.30000305175781,82.91000366210938,692100
2024-02-01,86.80000305175781,87.0,82.52999877929688,82.63999938964844,1562400
2024-02-02,86.56999969482422,87.36000061035156,84.0999984741211,85.70999908447266,1671500
2024-02-05,82.54000091552734,85.95999908447266,80.06999969482422,85.36000061035156,1586900
2024-02-06,83.19000244140625,83.5999984741211,82.0,82.5199966430664,795300
2024-02-07,89.91000366210938,92.25,86.25,86.25,2487500
2024-02-08,90.4000015258789,91.37000274658203,89.04000091552734,90.22000122070312,1078100
2024-02-09,91.12999725341797,91.88999938964844,89.83000183105469,90.4000015258789,782700
2024-02-12,92.26000213623047,93.16999816894531,90.47000122070312,91.06999969482422,920900
2024-02-13,89.33000183105469,90.95999908447266,87.87999725341797,87.91000366210938,644300
2024-02-14,90.87999725341797,91.2300033569336,88.87000274658203,90.80999755859375,565000
2024-02-15,90.62999725341797,90.93000030517578,88.95999908447266,90.87000274658203,1032000
2024-02-16,90.86000061035156,91.97000122070312,88.87000274658203,89.12999725341797,791700
2024-02-20,90.68000030517578,90.88999938964844,89.02999877929688,89.80999755859375,744900
2024-02-21,90.93000030517578,91.33999633789062,89.91999816894531,90.72000122070312,734800
2024-02-22,93.5199966430664,93.7300033569336,91.5,92.12000274658203,869500
2024-02-23,93.80999755859375,94.52999877929688,92.5999984741211,94.26000213623047,696800
2024-02-26,94.86000061035156,95.44999694824219,93.58999633789062,93.80999755859375,1343500
2024-02-27,93.16999816894531,101.91000366210938,91.7699966430664,98.30999755859375,2904800
2024-02-28,92.5,94.13999938964844,92.29000091552734,93.22000122070312,942900
2024-02-29,91.76000213623047,92.93000030517578,91.08999633789062,92.76000213623047,1519300
2024-03-01,94.61000061035156,94.69999694824219,90.3499984741211,91.22000122070312,907500
2024-03-04,96.02999877929688,96.94000244140625,94.75,94.75,651600
2024-03-05,93.91000366210938,97.25,93.5999984741211,95.61000061035156,890900
2024-03-06,94.51000213623047,95.93000030517578,94.26000213623047,95.26000213623047,879300
2024-03-07,95.7300033569336,96.69000244140625,95.31999969482422,95.3499984741211,638300
2024-03-08,94.9000015258789,97.6500015258789,94.38999938964844,96.33999633789062,514500
2024-03-11,93.88999938964844,94.30000305175781,92.68000030517578,94.26000213623047,544200
2024-03-12,95.81999969482422,96.2699966430664,93.38999938964844,94.04000091552734,545800
2024-03-13,96.31999969482422,97.05999755859375,95.54000091552734,95.58000183105469,602600
2024-03-14,94.83999633789062,96.80999755859375,93.87999725341797,96.04000091552734,566200
2024-03-15,94.4000015258789,95.91000366210938,94.16000366210938,94.48999786376953,1432600
2024-03-18,94.63999938964844,95.7300033569336,93.81999969482422,95.08999633789062,496100
2024-03-19,96.08999633789062,96.4800033569336,94.37999725341797,94.80000305175781,477300
2024-03-20,98.4000015258789,98.69000244140625,95.70999908447266,96.36000061035156,560100
2024-03-21,99.79000091552734,100.75,98.73999786376953,99.19999694824219,576700
2024-03-22,99.58000183105469,100.06999969482422,98.27999877929688,99.80000305175781,486500
2024-03-25,100.0999984741211,100.7699966430664,99.37999725341797,99.4000015258789,640400
2024-03-26,98.11000061035156,100.61000061035156,98.01000213623047,100.0999984741211,908400
2024-03-27,99.25,99.44000244140625,98.06999969482422,98.62999725341797,465700
2024-03-28,99.75,100.33000183105469,98.44999694824219,99.66000366210938,523400
2024-04-01,97.97000122070312,99.86000061035156,97.72000122070312,99.86000061035156,414600
2024-04-02,94.98999786376953,96.33000183105469,93.37999725341797,96.25,934600
2024-04-03,95.19999694824219,96.56999969482422,93.08000183105469,94.54000091552734,836200
2024-04-04,94.88999938964844,97.48999786376953,94.4000015258789,96.5,474300
2024-04-05,96.33000183105469,96.79000091552734,94.2699966430664,95.22000122070312,459500
2024-04-08,97.3499984741211,97.69000244140625,96.36000061035156,97.31999969482422,446600
2024-04-09,96.0199966430664,97.45999908447266,94.44999694824219,97.45999908447266,781300
2024-04-10,92.12000274658203,93.81999969482422,90.29000091552734,91.11000061035156,1015500
2024-04-11,92.76000213623047,93.19999694824219,92.01000213623047,92.94999694824219,614000
2024-04-12,91.91999816894531,92.51000213623047,91.0999984741211,91.76000213623047,349800
2024-04-15,90.19999694824219,92.69999694824219,89.4800033569336,92.66999816894531,492200
2024-04-16,88.9800033569336,90.05000305175781,87.97000122070312,89.5999984741211,599000
2024-04-17,87.7699966430664,89.80999755859375,86.7300033569336,89.80999755859375,580100
2024-04-18,87.94999694824219,89.81999969482422,87.62999725341797,88.6500015258789,766000
2024-04-19,87.44999694824219,88.72000122070312,86.37000274658203,87.94999694824219,532200
2024-04-22,87.81999969482422,89.02999877929688,87.22000122070312,88.79000091552734,471800
2024-04-23,90.16999816894531,90.58000183105469,87.06999969482422,88.06999969482422,619500
2024-04-24,89.19999694824219,91.33999633789062,88.22000122070312,90.25,372800
2024-04-25,89.41000366210938,89.79000091552734,85.83000183105469,87.25,487600
2024-04-26,90.52999877929688,91.4800033569336,89.55000305175781,90.0,359700
2024-04-29,90.23999786376953,91.5,89.8499984741211,90.9000015258789,446600
2024-04-30,88.55000305175781,90.77999877929688,88.52999877929688,89.47000122070312,430900
2024-05-01,89.13999938964844,91.91000366210938,87.36000061035156,88.22000122070312,747900
2024-05-02,90.06999969482422,90.3499984741211,87.20999908447266,90.12999725341797,418100
2024-05-03,92.01000213623047,93.87000274658203,91.75,91.8499984741211,623800
2024-05-06,93.37000274658203,94.0,92.55999755859375,93.41000366210938,531400
2024-05-07,92.51000213623047,93.61000061035156,91.51000213623047,92.69000244140625,1048000
2024-05-08,90.79000091552734,92.44999694824219,90.54000091552734,91.9000015258789,901900
2024-05-09,93.41000366210938,93.95999908447266,90.22000122070312,90.33000183105469,1166700
2024-05-10,87.37999725341797,90.80999755859375,84.69000244140625,87.05999755859375,2470100
2024-05-13,87.58999633789062,89.68000030517578,87.19000244140625,88.19000244140625,1158900
2024-05-14,88.48999786376953,88.58999633789062,86.55999755859375,88.11000061035156,1209300
2024-05-15,91.83000183105469,92.0199966430664,89.58000183105469,90.13999938964844,1475300
2024-05-16,88.6500015258789,91.9800033569336,88.33000183105469,91.5,938100
2024-05-17,87.6500015258789,89.55000305175781,87.45999908447266,88.69999694824219,613100
2024-05-20,87.5999984741211,88.87000274658203,86.76000213623047,87.70999908447266,735900
2024-05-21,87.94999694824219,87.98999786376953,86.44000244140625,87.33999633789062,352600
2024-05-22,87.93000030517578,88.36000061035156,86.98999786376953,87.43000030517578,613600
2024-05-23,87.12000274658203,88.81999969482422,86.5999984741211,88.80000305175781,576900
2024-05-24,88.30000305175781,88.83000183105469,87.0,87.83999633789062,445400
2024-05-28,86.70999908447266,88.83999633789062,86.58999633789062,88.61000061035156,543700
2024-05-29,85.37999725341797,86.58999633789062,84.98999786376953,85.62999725341797,627400
2024-05-30,85.94999694824219,86.62999725341797,85.47000122070312,85.93000030517578,436700
2024-05-31,86.4800033569336,86.52999877929688,84.73999786376953,86.02999877929688,893200
2024-06-03,84.37999725341797,86.83999633789062,84.16000366210938,86.83999633789062,759500
2024-06-04,82.5199966430664,84.62999725341797,82.30999755859375,84.0,746200
2024-06-05,82.88999938964844,83.5,82.36000061035156,82.83999633789062,964700
2024-06-06,81.70999908447266,82.56999969482422,81.4800033569336,82.2699966430664,593200
2024-06-07,80.12999725341797,81.62000274658203,79.79000091552734,80.70999908447266,687300
2024-06-10,81.5,81.86000061035156,79.52999877929688,79.52999877929688,643700
2024-06-11,81.5199966430664,81.56999969482422,79.94000244140625,81.29000091552734,636200
2024-06-12,85.79000091552734,87.43000030517578,84.79000091552734,84.79000091552734,969700
2024-06-13,86.38999938964844,86.9000015258789,84.58000183105469,85.69999694824219,629300
