Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-06 00:00:00-05:00,185.82017189238866,189.97430142444958,184.81402084913108,185.35195922851562,42483800,0.0,0.0
2023-02-07 00:00:00-05:00,184.87379929260254,193.04259213154947,183.6982817373326,190.89080810546875,47080700,0.0,0.0
2023-02-08 00:00:00-05:00,189.27696978388636,190.10381310755534,182.2239103489053,182.73196411132812,36139100,0.0,0.0
2023-02-09 00:00:00-05:00,185.4216992476298,185.9397094769093,176.59541479370333,177.24293518066406,37118800,0.0,0.0
2023-02-10 00:00:00-05:00,175.67891433251225,178.20924179197237,172.6903306934044,173.48727416992188,33433600,0.0,0.0
2023-02-13 00:00:00-05:00,177.54180541167653,180.31122522391973,175.15094441717363,178.7471923828125,31463200,0.0,0.0
2023-02-14 00:00:00-05:00,176.4858486350944,180.81928626162937,175.21072069342338,178.79701232910156,24034600,0.0,0.0
2023-02-15 00:00:00-05:00,175.74863516884673,177.51190372318683,174.66278679161306,176.48582458496094,25308900,0.0,0.0
2023-02-16 00:00:00-05:00,172.09261610979107,175.18082543141378,171.13626261125347,171.78379821777344,25827500,0.0,0.0
2023-02-17 00:00:00-05:00,169.57224098698535,172.52096840292006,169.05421555418278,172.2221221923828,24171300,0.0,0.0
2023-02-21 00:00:00-05:00,173.64668063012311,177.4919924458868,171.22593501590163,171.4251708984375,34592600,0.0,0.0
2023-02-22 00:00:00-05:00,170.41901346691873,172.10256953228742,169.04426008736974,170.46881103515625,22433200,0.0,0.0
2023-02-23 00:00:00-05:00,171.34547384510944,173.02904517721493,168.7354488170492,171.38531494140625,20017800,0.0,0.0
2023-02-24 00:00:00-05:00,167.99825190733398,170.07033843986446,167.02198548359652,169.74159240722656,19791300,0.0,0.0
2023-02-27 00:00:00-05:00,171.22592801965612,172.4611995613397,168.4166520282993,168.8948211669922,19277000,0.0,0.0
2023-02-28 00:00:00-05:00,171.24585178741552,176.87436059925489,171.21596716440402,174.2742919921875,46051100,0.0,0.0
2023-03-01 00:00:00-05:00,173.92561669305408,177.17322091325448,172.39148365214695,172.76007080078125,30998400,0.0,0.0
2023-03-02 00:00:00-05:00,171.72401731641023,174.34399858421915,170.7776203558002,173.86582946777344,17352000,0.0,0.0
2023-03-03 00:00:00-05:00,178.23913049815516,185.90982564089268,176.37625151797224,184.5450439453125,45877700,0.0,0.0
2023-03-06 00:00:00-05:00,187.28459004196043,188.9382767724195,183.9373754842454,184.19638061523438,33209400,0.0,0.0
2023-03-07 00:00:00-05:00,188.28078058247706,189.63560585501483,183.30976402499675,183.807861328125,36701500,0.0,0.0
2023-03-08 00:00:00-05:00,182.17409857611946,184.55500302207662,180.64992207979287,184.26611328125,19432400,0.0,0.0
2023-03-09 00:00:00-05:00,185.64088224584148,188.21105110965016,179.6139014713173,180.9986114501953,26582800,0.0,0.0
