Date,Open,High,Low,Close,Volume
2023-02-16,152.14443364408874,154.93935535973205,151.985868430853,152.34266662597656,68167900
2023-02-17,150.99477529042434,151.63898716051196,149.50811855355659,151.1929931640625,59144100
2023-02-21,148.86388049557812,149.954101404135,147.08981024225724,147.1591796875,58867200
2023-02-22,147.5457355310671,148.6161303034484,145.850955150422,147.58538818359375,51011300
2023-02-23,148.75487896664254,149.00265510528632,145.93024005993672,148.07101440429688,48394200
2023-02-24,145.80137346736828,145.88066363662452,144.42373891303,145.40493774414062,55469600
2023-02-27,146.39606351974862,147.8430677312503,146.13836665133044,146.60418701171875,44998500
2023-02-28,145.74191090318052,147.7538517062128,145.5238667165713,146.0987091064453,50547000
2023-03-01,145.52386270219765,145.92029841797654,143.72004541238144,144.0173797607422,55479000
2023-03-02,143.0956567800384,145.40493182531964,142.61991578386647,144.61204528808594,52238100
2023-03-03,146.72308538697828,149.76578308488604,146.01940974788184,149.68649291992188,70732300
2023-03-06,152.421971492151,154.90965374485327,152.09492027876624,152.4616241455078,87558000
2023-03-07,152.33275997963113,152.65982628230532,149.7856292559754,150.25144958496094,56182000
2023-03-08,151.45069849446085,152.1048311901769,150.47942017610038,151.51016235351562,47204800
2023-03-09,152.19400890417916,153.1652871071905,148.89362901108174,149.25042724609375,53833600
2023-03-10,148.8738114378205,149.59731347786158,146.29693372600934,147.17901611328125,68572400
2023-03-13,146.49515855764437,151.77774753166398,146.38613645412596,149.13150024414062,84457100
2023-03-14,149.93429099292322,152.03542774179175,148.7647949151356,151.23263549804688,73695900
2023-03-15,149.84508307563596,151.8867558074207,148.5863761992532,151.6290740966797,77167900
2023-03-16,150.80646037730506,155.06821263966182,150.29108181642482,154.46363830566406,76161100
2023-03-17,154.69159525762194,155.34572787019124,152.90760409745778,153.62120056152344,98944600
2023-03-20,153.69057212608058,156.41610932466375,152.77874273681294,155.9998321533203,73641400
2023-03-21,155.9205571770909,157.98204109629864,155.14748180357108,157.8631134033203,73938300
2023-03-22,157.88295021864405,160.6976833752444,156.40619906612653,156.426025390625,75701800
2023-03-23,157.41710347423285,160.11290847752753,156.2773244142001,157.51620483398438,67622100
2023-03-24,157.44684365525544,158.9136739147859,156.44583366784832,158.82447814941406,59196500
2023-03-27,158.51726169320153,159.3398802717359,156.46566804738902,156.8720245361328,52390300
2023-03-28,156.56476504075383,157.0801435690118,154.59246181824673,156.2476043701172,45992200
2023-03-29,157.95230377159302,159.61736703161768,157.93249257214313,159.33985900878906,51305700
2023-03-30,160.09307680442691,161.02471726864817,159.83539513002484,160.9156951904297,49501700
2023-03-31,160.99499717395898,163.53222195551984,160.46971306479455,163.43310546875,68749800
2023-04-03,162.80872590475465,164.81074592730272,162.75916765957112,164.6918182373047,56976200
2023-04-04,165.1180039760234,165.35585936030904,163.6412529320187,164.15663146972656,46278300
2023-04-05,163.27454638683875,163.5817863350766,160.36069699391322,162.30325317382812,51511700
2023-04-06,160.98509285252538,163.492601091182,160.55892518671305,163.1952667236328,45390100
2023-04-10,159.98406404089835,160.58863830566406,158.65598782749578,160.58863830566406,47716900
2023-04-11,160.90582871476735,160.91573431590425,159.08218486088444,159.36961364746094,47644200
2023-04-12,159.78587452625487,160.61839870707885,158.35868157452518,158.67584228515625,50133100
2023-04-13,160.1922314364538,164.32513554824666,159.98409282917345,164.08726501464844,68445600
2023-04-14,163.12589186720774,164.8405136022097,162.362752263478,163.74038696289062,49386500
2023-04-17,163.6214388455325,163.91877322117935,162.57087049156098,163.76019287109375,41516200
2023-04-18,164.6224624365103,165.9208069034402,164.17645331594588,164.98916625976562,49923000
2023-04-19,164.32513190006836,166.66413916449648,164.06743504696098,166.13885498046875,47720200
2023-04-20,164.6125558769993,166.37672081756503,164.0872716600362,165.16757202148438,52456400
2023-04-21,163.581779650813,164.9693197226261,163.02676362208774,163.5520477294922,58337300
2023-04-24,163.53221719810315,164.12688585531714,162.43209076839383,163.85928344726562,41949600
2023-04-25,163.72055320726747,164.83058539726287,162.2735339969769,162.3131866455078,48714100
2023-04-26,161.6094831095728,163.8097361155348,161.3518014065789,162.30325317382812,45498800
2023-04-27,163.72056830592638,167.06058590759594,163.72056830592638,166.91192626953125,64902300
2023-04-28,166.9912068392812,168.33910959802364,166.3866324741896,168.1706085205078,55209200
2023-05-01,167.77416566961222,168.93375609993646,167.13985940542491,168.08140563964844,52472900
2023-05-02,168.57695592218053,168.8346527635164,166.0496364953305,167.04074096679688,48425700
2023-05-03,167.99220106828838,169.39956754565748,165.67302032909086,165.96043395996094,65136000
2023-05-04,163.42321284611648,165.5540813733989,162.84837044792107,164.31520080566406,81235400
2023-05-05,169.45904407323195,172.74951828972897,169.24099987223252,172.02601623535156,113316400
2023-05-08,170.94567333669093,172.30349657417247,170.5789695681054,171.95660400390625,55962800
2023-05-09,171.51063216959898,171.99626368287582,170.0735337075861,170.2420196533203,45326900
2023-05-10,171.48089302464294,172.48190305646256,170.3708457773496,172.01608276367188,53724500
2023-05-11,172.30352323742437,173.0369308880872,170.63845981475797,172.20440673828125,49514700
2023-05-12,172.31357141356355,172.7502630057861,169.71329075220336,171.271484375,45497800
2023-05-15,171.85701716146394,171.9066439525377,170.17973157337624,170.7752227783203,37266700
2023-05-16,170.69582294139641,171.83716341624037,170.50725022169846,170.7752227783203,42110300
2023-05-17,170.41794239989213,171.62874834746046,169.13764076744155,171.39056396484375,57951600
2023-05-18,171.6982259620468,173.92137607373184,171.28138815560044,173.73280334472656,65496700
2023-05-19,175.06272037880413,175.06272037880413,173.62363419943688,173.84197998046875,55772400
2023-05-22,172.67084490080313,173.3953627585547,172.14483421414405,172.88919067382812,43570900
2023-05-23,171.8272670994411,172.07538594402806,169.99118159190851,170.26907348632812,50747300
2023-05-24,169.80259482166662,171.1225887831174,169.2368917775998,170.5469512939453,45143500
2023-05-25,171.11268642842802,172.5914650743336,170.39810293275275,171.68832397460938,56058300
2023-05-26,172.0158462459514,174.4474079846001,171.80741974539387,174.10995483398438,54835000
2023-05-30,175.62844336557998,177.64316710040904,175.24137858755796,175.96588134765625,55964400
2023-05-31,175.99564434702103,178.00044866577474,175.42992616469127,175.91624450683594,99625300
2023-06-01,176.3628631071657,178.76465158842046,175.59865286277548,178.73487854003906,68901800
2023-06-02,179.6678092681631,180.41216577183522,177.91112367918484,179.58840942382812,61945900
2023-06-05,181.25576664565278,183.55830143833987,176.70029356551757,178.2287139892578,121946500
2023-06-06,178.61578703231345,178.76465227479207,176.09489120388227,177.86151123046875,64848400
2023-06-07,177.0972939477575,179.84645475343302,175.9857264641506,176.48196411132812,61944600
2023-06-08,176.5613808671574,179.4792611854083,176.1247043792878,179.2113037109375,50214900
2023-06-09,180.13428821622014,180.85879103044124,179.27083944935424,179.59835815429688,48870700
2023-06-12,179.90601640267764,182.50629705263665,179.60827075983389,182.40704345703125,54274900
2023-06-13,181.42449184145724,182.7643244394129,181.06720011987474,181.93064880371094,54929100
2023-06-14,181.9902041416917,183.00253326157815,180.6503714756975,182.5658416748047,57462900
2023-06-15,182.57577393042644,185.1165084295681,182.39712049072034,184.61033630371094,65433200
2023-06-16,185.32491183758503,185.58296511233405,182.88343103661734,183.52853393554688,101235600
2023-06-20,183.0223827636369,184.69966852666565,183.0223827636369,183.61785888671875,49799100
2023-06-21,183.50868927037342,184.014861399602,181.21607359601802,182.57577514648438,49515700
2023-06-22,182.35743123046893,185.64252230545932,182.28795068496888,185.5928955078125,51245300
2023-06-23,184.15381217622152,186.14868226406438,183.61786698344585,185.27529907226562,53079300
2023-06-26,185.42415928991971,186.6349803489813,183.83619277653602,183.8759002685547,48088700
2023-06-27,184.491243018021,186.9724314039452,184.2728972285419,186.64491271972656,50730800
2023-06-28,186.5158986853118,188.4710764771,186.18839512292732,187.8259735107422,51216800
2023-06-29,187.65721893731777,188.63977487015424,187.51827301040888,188.1633758544922,46347300
2023-06-30,190.188048421843,193.0165939677774,189.820822259396,192.51043701171875,85069600
2023-07-03,192.32185451119005,192.4211080946957,190.3170502473471,191.0117950439453,31458200
2023-07-05,190.12850409377413,191.5278827838796,189.18564042572623,189.8903045654297,46920300
2023-07-06,188.41152151886186,190.57512571080738,187.7763378847441,190.36669921875,45094300
2023-07-07,189.9697113944817,191.2202248903426,188.80851704604538,189.2451934814453,46778000
2023-07-10,187.83589888565078,188.56041687039792,185.63260216726823,187.1907958984375,59922200
2023-07-11,187.73663959244752,187.8755855347649,185.19590513637428,186.66476440429688,46638100
2023-07-12,188.25270672963643,190.2575110663078,187.05182010303508,188.342041015625,60750200
2023-07-13,189.06655459750118,189.75136501356704,188.35197113238655,189.1062469482422,41342300
2023-07-14,188.79858162868422,189.74143018258206,188.203105504946,189.255126953125,41573900
2023-07-17,190.45600381205304,192.85780736222108,190.3666846697001,192.53028869628906,50520200
2023-07-18,191.89511697543264,192.8677385882339,190.97210701546965,192.27224731445312,48353800
2023-07-19,191.64700719335607,196.73839573453523,191.20038114492507,193.6319580078125,80507300
2023-07-20,193.6220009023945,194.9916216501567,191.05149353304836,191.6767578125,59581200
2023-07-21,192.6394780020551,193.50292673966078,189.79106335340356,190.4957275390625,71917800
2023-07-24,191.9546589402895,193.44337194871,190.80338391255776,191.29962158203125,45377800
2023-07-25,191.87525949316802,192.97690772743897,191.468340968804,192.16307067871094,37283200
2023-07-26,192.21268170555348,194.16785917844345,191.86532445108293,193.03643798828125,47471900
2023-07-27,194.54503217158796,195.71614587462116,191.1011413216581,191.76609802246094,47460200
2023-07-28,193.20517029738988,195.15042860374737,192.6791595850325,194.3564453125,48291400
2023-07-31,194.58470647584855,195.01147873318087,193.79072320060368,194.97177124023438,38824100
2023-08-01,194.76335631965225,195.24965951950642,193.81057337810935,194.13809204101562,35175100
2023-08-02,193.57240149095236,193.7113474455995,190.40641758549418,191.13092041015625,50389300
2023-08-03,190.1285055646349,190.92247371064892,189.2551224312535,189.73150634765625,61235200
2023-08-04,184.12402690270278,185.9700316166551,180.55110966796553,180.62059020996094,115799700
2023-08-07,180.7595446995356,181.75202007346337,176.01551362367866,177.5042266845703,97576100
2023-08-08,178.33787911929193,178.9135165784173,176.2437557474966,178.44705200195312,67823000
2023-08-09,179.5090242423061,179.56857034442828,175.678068518058,176.8491973876953,60378500
2023-08-10,178.12947648415997,179.38992445369044,176.26363307266737,176.63084411621094,54686900
2023-08-11,176.22338084720406,177.51532893244283,175.45813862661385,176.69046020507812,51988100
2023-08-14,176.86936795132465,178.57873203906215,176.2134459995229,178.35015869140625,43675600
2023-08-15,177.77371834663836,178.36999853743362,175.9550341940922,176.35255432128906,43622600
