Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-31 00:00:00-05:00,82.91000366210938,83.9000015258789,81.30000305175781,81.4800033569336,692100,0.0,0.0
2024-02-01 00:00:00-05:00,82.63999938964844,87.0,82.52999877929688,86.80000305175781,1562400,0.0,0.0
2024-02-02 00:00:00-05:00,85.70999908447266,87.36000061035156,84.0999984741211,86.56999969482422,1671500,0.0,0.0
2024-02-05 00:00:00-05:00,85.36000061035156,85.95999908447266,80.06999969482422,82.54000091552734,1586900,0.0,0.0
2024-02-06 00:00:00-05:00,82.5199966430664,83.5999984741211,82.0,83.19000244140625,795300,0.0,0.0
2024-02-07 00:00:00-05:00,86.25,92.25,86.25,89.91000366210938,2487500,0.0,0.0
2024-02-08 00:00:00-05:00,90.22000122070312,91.37000274658203,89.04000091552734,90.4000015258789,1078100,0.0,0.0
2024-02-09 00:00:00-05:00,90.4000015258789,91.88999938964844,89.83000183105469,91.12999725341797,782700,0.0,0.0
2024-02-12 00:00:00-05:00,91.06999969482422,93.16999816894531,90.47000122070312,92.26000213623047,920900,0.0,0.0
2024-02-13 00:00:00-05:00,87.91000366210938,90.95999908447266,87.87999725341797,89.33000183105469,644300,0.0,0.0
2024-02-14 00:00:00-05:00,90.80999755859375,91.2300033569336,88.87000274658203,90.87999725341797,565000,0.0,0.0
2024-02-15 00:00:00-05:00,90.87000274658203,90.93000030517578,88.95999908447266,90.62999725341797,1032000,0.0,0.0
2024-02-16 00:00:00-05:00,89.12999725341797,91.97000122070312,88.87000274658203,90.86000061035156,791700,0.0,0.0
2024-02-20 00:00:00-05:00,89.80999755859375,90.88999938964844,89.02999877929688,90.68000030517578,744900,0.0,0.0
2024-02-21 00:00:00-05:00,90.72000122070312,91.33999633789062,89.91999816894531,90.93000030517578,734800,0.0,0.0
2024-02-22 00:00:00-05:00,92.12000274658203,93.7300033569336,91.5,93.5199966430664,869500,0.0,0.0
2024-02-23 00:00:00-05:00,94.26000213623047,94.52999877929688,92.5999984741211,93.80999755859375,696800,0.0,0.0
2024-02-26 00:00:00-05:00,93.80999755859375,95.44999694824219,93.58999633789062,94.86000061035156,1343500,0.0,0.0
2024-02-27 00:00:00-05:00,98.30999755859375,101.91000366210938,91.7699966430664,93.16999816894531,2904800,0.0,0.0
2024-02-28 00:00:00-05:00,93.22000122070312,94.13999938964844,92.29000091552734,92.5,942900,0.0,0.0
2024-02-29 00:00:00-05:00,92.76000213623047,92.93000030517578,91.08999633789062,91.76000213623047,1519300,0.0,0.0
2024-03-01 00:00:00-05:00,91.22000122070312,94.69999694824219,90.3499984741211,94.61000061035156,907500,0.0,0.0
2024-03-04 00:00:00-05:00,94.75,96.94000244140625,94.75,96.02999877929688,651600,0.0,0.0
2024-03-05 00:00:00-05:00,95.61000061035156,97.25,93.5999984741211,93.91000366210938,890900,0.0,0.0
2024-03-06 00:00:00-05:00,95.26000213623047,95.93000030517578,94.26000213623047,94.51000213623047,879300,0.0,0.0
2024-03-07 00:00:00-05:00,95.3499984741211,96.69000244140625,95.31999969482422,95.7300033569336,638300,0.0,0.0
2024-03-08 00:00:00-05:00,96.33999633789062,97.6500015258789,94.38999938964844,94.9000015258789,514500,0.0,0.0
2024-03-11 00:00:00-04:00,94.26000213623047,94.30000305175781,92.68000030517578,93.88999938964844,544200,0.0,0.0
2024-03-12 00:00:00-04:00,94.04000091552734,96.2699966430664,93.38999938964844,95.81999969482422,545800,0.0,0.0
2024-03-13 00:00:00-04:00,95.58000183105469,97.05999755859375,95.54000091552734,96.31999969482422,602600,0.0,0.0
2024-03-14 00:00:00-04:00,96.04000091552734,96.80999755859375,93.87999725341797,94.83999633789062,566200,0.0,0.0
2024-03-15 00:00:00-04:00,94.48999786376953,95.91000366210938,94.16000366210938,94.4000015258789,1432600,0.0,0.0
2024-03-18 00:00:00-04:00,95.08999633789062,95.7300033569336,93.81999969482422,94.63999938964844,496100,0.0,0.0
2024-03-19 00:00:00-04:00,94.80000305175781,96.4800033569336,94.37999725341797,96.08999633789062,477300,0.0,0.0
2024-03-20 00:00:00-04:00,96.36000061035156,98.69000244140625,95.70999908447266,98.4000015258789,560100,0.0,0.0
2024-03-21 00:00:00-04:00,99.19999694824219,100.75,98.73999786376953,99.79000091552734,576700,0.0,0.0
2024-03-22 00:00:00-04:00,99.80000305175781,100.06999969482422,98.27999877929688,99.58000183105469,486500,0.0,0.0
