Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_200,SMA_60,SMA_20,BB_Middle,BB_Upper,BB_Lower
2023-01-31 00:00:00-05:00,71.35109769804848,73.70271933500979,70.96376573879742,73.49061584472656,335700,0.0,0.0,,,,,,
2023-02-01 00:00:00-05:00,72.96495049246509,74.7909146635978,72.85428322553688,74.05315399169922,242500,0.0,0.0,,,,,,
2023-02-02 00:00:00-05:00,74.08082692889535,75.38113403320312,73.06640149971639,75.38113403320312,194600,0.0,0.0,,,,,,
2023-02-03 00:00:00-05:00,75.26124665031554,76.6906690386826,74.66181122823016,76.30333709716797,251400,0.0,0.0,,,,,,
2023-02-06 00:00:00-05:00,76.18345971171568,76.61689777971404,75.03070188656066,75.25202941894531,160400,0.0,0.0,,,,,,
2023-02-07 00:00:00-05:00,74.82780181414658,76.12811578233969,74.51425511978388,76.00822448730469,196300,0.0,0.0,,,,,,
2023-02-08 00:00:00-05:00,75.52868602910985,76.22956468184914,74.16381781439382,74.72636413574219,183200,0.0,0.0,,,,,,
2023-02-09 00:00:00-05:00,75.15979879152968,75.32579617459012,74.10848437743836,74.31137084960938,121700,0.0,0.0,,,,,,
2023-02-10 00:00:00-05:00,74.23759207101327,75.08602000607216,73.9055973075773,74.59725189208984,83400,0.0,0.0,,,,,,
2023-02-13 00:00:00-05:00,74.394373957905,75.25202602254639,74.394373957905,74.84626007080078,78100,0.0,0.0,,,,,,
2023-02-14 00:00:00-05:00,74.8923588771699,74.96613705608536,73.79493133239424,74.01626586914062,103800,0.0,0.0,,,,,,
2023-02-15 00:00:00-05:00,73.77649733348566,74.91081407577303,73.62894096159866,74.57881927490234,135300,0.0,0.0,,,,,,
2023-02-16 00:00:00-05:00,73.9885996088079,74.94768777562747,73.79493013333308,74.58802795410156,189100,0.0,0.0,,,,,,
2023-02-17 00:00:00-05:00,74.72636238797041,75.15057636800593,74.26525931803515,74.78169250488281,151900,0.0,0.0,,,,,,
