Price,Close,High,Low,Open,Volume,SMA,SMA_BB
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2023-06-15,184.61033630371094,185.1165084295681,182.39712049072034,182.57577393042644,65433200,,177.00896911621095
2023-06-16,183.52853393554688,185.58296511233405,182.88343103661734,185.32491183758503,101235600,,177.4987564086914
2023-06-20,183.61785888671875,184.69966852666565,183.0223827636369,183.0223827636369,49799100,,177.98754959106446
2023-06-21,182.57577514648438,184.014861399602,181.21607359601802,183.50868927037342,49515700,,178.47187881469728
2023-06-22,185.59288024902344,185.64250704259015,182.28793569790065,182.35741623768828,51245300,,179.23806915283203
2023-06-23,185.27529907226562,186.14868226406438,183.61786698344585,184.15381217622152,53079300,,179.97448501586913
2023-06-26,183.87591552734375,186.6349958367303,183.83620803203,185.42417467718977,48088700,,180.5838653564453
2023-06-27,186.64491271972656,186.9724314039452,184.2728972285419,184.491243018021,50730800,,181.2106140136719
2023-06-28,187.8259735107422,188.4710764771,186.18839512292732,186.5158986853118,51216800,,181.80361862182616
2023-06-29,188.16339111328125,188.63979016757608,187.51828821688443,187.6572341550609,46347300,,182.41597442626954
2023-06-30,192.5104217529297,193.01657866886924,189.82080721379157,190.18803334713144,85069600,,183.10475234985353
2023-07-03,191.01177978515625,192.42109272332505,190.31703504405706,192.3218391477482,31458200,,183.67592163085936
2023-07-05,189.89031982421875,191.5278981742576,189.18565562789144,190.1285193717039,46920300,,184.2590019226074
2023-07-06,190.36666870117188,190.57509515981653,187.77630778242533,188.41149131471715,45094300,,184.88425979614257
2023-07-07,189.2451934814453,191.2202248903426,188.80851704604538,189.9697113944817,46778000,,185.52242050170898
2023-07-10,187.19078063964844,188.56040149996468,185.63258703549474,187.83588357427638,59922200,,185.92139587402343
2023-07-11,186.6647491455078,187.87557017699805,185.19588999765614,187.7366242460387,46638100,,186.27471618652345
2023-07-12,188.34205627441406,190.2575264802813,187.05183525729512,188.25272198118796,60750200,,186.57146759033202
2023-07-13,189.1062469482422,189.75136501356704,188.35197113238655,189.06655459750118,41342300,,186.93024673461915
2023-07-14,189.255126953125,189.74143018258206,188.203105504946,188.79858162868422,41573900,,187.26471099853515
2023-07-17,192.5303192138672,192.8578379317135,190.36671484432983,190.45603400084056,50520200,,187.66071014404298
2023-07-18,192.27224731445312,192.8677385882339,190.97210701546965,191.89511697543264,48353800,,188.09789581298827
2023-07-19,193.63194274902344,196.7383802309494,191.20036607775168,191.6469920909872,80507300,,188.5986000061035
2023-07-20,191.67677307128906,194.99163717283173,191.05150874206208,193.6220163160383,59581200,,189.05364990234375
2023-07-21,190.49574279785156,193.50294223932778,189.7910785557487,192.63949343255948,71917800,,189.29879302978514
2023-07-24,191.29962158203125,193.44337194871,190.80338391255776,191.9546589402895,45377800,,189.60000915527343
2023-07-25,192.16305541992188,192.97689240402684,191.46832576518025,191.87524425723274,37283200,,190.01436614990234
2023-07-26,193.0364532470703,194.16787452666702,191.86533961729995,192.21269689922778,47471900,,190.33394317626954
2023-07-27,191.76608276367188,195.71613030152758,191.10112611577952,194.54501669167968,47460200,,190.53094863891602
2023-07-28,194.35646057128906,195.15044392487152,192.679174712139,193.20518546579316,48291400,,190.8406021118164
2023-07-31,194.97177124023438,195.01147873318087,193.79072320060368,194.58470647584855,38824100,,190.96366958618165
2023-08-01,194.13809204101562,195.24965951950642,193.81057337810935,194.76335631965225,35175100,,191.1199851989746
2023-08-02,191.1309051513672,193.71133198080406,190.40640238454526,193.57238603724957,50389300,,191.18201446533203
2023-08-03,189.73150634765625,190.92247371064892,189.2551224312535,190.1285055646349,61235200,,191.15025634765624
2023-08-04,180.62059020996094,185.9700316166551,180.55110966796553,184.12402690270278,115799700,,190.71902618408203
2023-08-07,177.5042266845703,181.75202007346337,176.01551362367866,180.7595446995356,97576100,,190.2346984863281
2023-08-08,178.4470672607422,178.91353187709316,176.2437708178845,178.33789436874574,67823000,,189.82381439208984
2023-08-09,176.84918212890625,179.568554851008,175.67805336031552,179.50900875402357,60378500,,189.24917068481446
2023-08-10,176.63084411621094,179.38992445369044,176.26363307266737,178.12947648415997,54686900,,188.6254005432129
2023-08-11,176.6904754638672,177.5153442624666,175.458153778981,176.2233960656567,51988100,,187.99716796875
2023-08-14,178.3501434326172,178.57871676071744,176.21343092354076,176.86935281922499,43675600,,187.2881591796875
2023-08-15,176.35256958007812,178.37001397078072,175.9550494184861,177.7737337283927,43622600,,186.49217529296874
2023-08-16,175.47801208496094,177.43581469068437,175.40843772025733,176.03454634490478,46964900,,185.58447875976563
2023-08-17,172.9239044189453,176.41219151441152,172.40711609073566,176.04448461625057,66062900,,184.64683532714844
2023-08-18,173.410888671875,174.0171167915457,170.8965364290824,171.23443009200113,61114200,,183.7925926208496
2023-08-21,174.7525177001953,175.0407326935708,172.66551420323125,173.98729066685254,46311900,,182.96523742675782
2023-08-22,176.13392639160156,176.58114035802282,175.15999139470742,175.96497956715007,42084200,,182.1637809753418
2023-08-23,179.99986267089844,180.42721123128223,177.22712403410847,177.41595140978353,52722800,,181.5119514465332
2023-08-24,175.2891845703125,179.97999499237613,174.92146251967202,179.55264643742132,54945800,,180.68810653686523
2023-08-25,177.50540161132812,178.04205535297126,174.73266281139772,176.28301269216934,51449600,,179.84555358886718
2023-08-28,179.07565307617188,179.47317328966272,177.44579593778087,178.97626544058713,43820700,,179.05074768066407
2023-08-29,182.9813232421875,183.75649819628302,178.389900027249,178.58866011417203,53003900,,178.49290924072267
2023-08-30,186.48948669433594,186.68826194099242,183.59749489432,183.79625497655422,60813900,,178.2608383178711
2023-08-31,186.7081298828125,187.95039936926207,186.3205424096171,186.6783166282915,60794500,,178.10966949462892
2023-09-01,188.28831481933594,188.74546151435723,187.11560449736683,188.3181280749059,45732600,,178.49305572509766
2023-09-05,188.52679443359375,188.80506155618394,186.44972370982364,187.11557826490886,45280000,,179.04418411254883
2023-09-06,181.77882385253906,187.68209122918128,180.3477268928169,187.2348620559506,81755800,,179.21077194213868
2023-09-07,176.4618682861328,177.10785742512675,172.4667259444429,174.09658267042076,112488800,,179.19140625
2023-09-08,177.0780487060547,179.12532149203676,176.6904612453168,177.24701069547294,65551300,,179.2137664794922
2023-09-11,178.25074768066406,179.18493667169957,176.24323613595504,178.9563633540274,58953100,,179.29178009033203
2023-09-12,175.20968627929688,179.0160016942275,173.73884349638047,178.37996034233754,90370200,,179.134757232666
2023-09-13,173.1326141357422,176.20350055461225,172.9040256402011,175.41837777577814,84267900,,178.97375946044923
2023-09-14,174.6531524658203,175.0109266750055,172.5065072107091,172.92390792735483,60895800,,178.9325164794922
2023-09-15,173.92764282226562,175.40843335624928,172.74501513151833,175.38855280048267,109205100,,178.9827033996582
2023-09-18,176.86935424804688,178.27063780985006,175.08048322919404,175.38856362269223,67257600,,179.1556266784668
2023-09-19,177.96255493164062,178.51908920430856,176.034550369597,176.42213782123514,51826900,,179.31612854003907
2023-09-20,174.4047088623047,178.58866413640885,174.31525393141538,178.15138283667608,58436200,,179.22966766357422
2023-09-21,172.85433959960938,175.20969287756472,172.78478039328195,173.47051558188582,63047900,,178.87239151000978
2023-09-22,173.70901489257812,175.98486101486026,172.97360108411723,173.58976187810813,56725400,,178.79338302612305
2023-09-25,174.9910430908203,175.87553831983675,173.07297120229282,173.12266501245767,46172700,,178.66766510009765
2023-09-26,170.8965301513672,174.11648285641874,170.5983824508641,173.7388432559087,64588900,,178.25870895385742
2023-09-27,169.3759765625,171.9698357492923,168.00452141810098,171.5524350388733,66921800,,177.57844161987305
2023-09-28,169.63436889648438,170.96607801740788,166.58334805459177,168.2927119154032,56294400,,176.73568572998047
2023-09-29,170.1511688232422,171.99966637275853,169.28653897360869,170.956157001118,51814200,,175.90783767700196
2023-10-02,172.67544555664062,173.22204712222216,169.87287852825236,170.16109351938684,52164500,,175.1271942138672
2023-10-03,171.33380126953125,172.55620536089927,169.76358598551198,171.1946676938173,49594600,,174.26754455566407
2023-10-04,172.58599853515625,173.13260007772962,169.9126324887325,170.03188549277738,53020300,,173.80790328979492
2023-10-05,173.8282928466797,174.36494660639528,171.61207310700374,172.71520904615178,48527900,,173.67622451782228
2023-10-06,176.39231872558594,176.88922647606876,172.10896117831024,172.72513710071527,57224100,,173.64193801879884
2023-10-09,177.88304138183594,177.94266788538698,174.7127675180559,175.71651571148107,42390800,,173.62355270385743
2023-10-10,177.28675842285156,178.60853494693302,176.84947714698436,176.99855858071479,43698000,,173.72740631103517
2023-10-11,178.6880340576172,178.7377278666485,176.50164294003199,177.09792315514355,47551100,,174.00517730712892
2023-10-12,179.59239196777344,181.21230079730788,177.9327068647785,178.95635070290385,56743100,,174.25213928222655
2023-10-13,177.74392700195312,180.80486572035005,177.03831125012886,180.29802522104373,51427100,,174.44295349121094
2023-10-16,177.61471557617188,177.97248977927228,175.41837654739012,175.65689773759766,52517000,,174.4802215576172
2023-10-17,176.05441284179688,177.31656279493396,173.71895547455762,175.55750508309643,57549400,,174.384814453125
2023-10-18,174.7525177001953,176.48176216718392,174.027036615376,174.4941311237392,54764400,,174.40220489501954
2023-10-19,174.3748779296875,176.74014855708347,174.10654349306773,174.9512775869872,59302900,,174.47823181152344
2023-10-20,171.8108367919922,174.3351216115833,171.57231560127875,174.2258012947257,64189300,,174.38332290649413
2023-10-23,171.9300994873047,172.93384778812512,168.87907830418513,169.85302851446286,55980100,,174.23027572631835
2023-10-24,172.3673858642578,172.59595921387623,170.38968729481687,171.97979837385134,43816600,,174.3038185119629
2023-10-25,170.04185485839844,171.98972493811345,169.59462570782657,170.81702981156988,57157000,,174.3371124267578
2023-10-26,165.85787963867188,170.32011700092076,164.64542343181446,169.31635357139493,70625300,,174.14828796386718
2023-10-27,167.17965698242188,167.91508596598229,165.79825394187426,165.8777610074826,58499100,,173.99971237182618
2023-10-30,169.23683166503906,170.11139414133623,167.82561550110003,167.97469692197112,51131000,,173.8277816772461
2023-10-31,169.71388244628906,169.8430681534906,166.86162156099337,168.30266621223763,44846000,,173.74678573608398
2023-11-01,172.89410400390625,173.15249060498644,169.0679078148722,169.94247040994804,56934900,,173.76219100952147
2023-11-02,176.47183227539062,176.68052504619254,174.37488088465793,174.43450739060134,77334800,,173.89436798095704
2023-11-03,175.55752563476562,175.7264876371941,172.27794617495533,173.16244148240884,79763700,,173.852628326416
2023-11-06,178.12156677246094,178.3203268607263,175.12025456148152,175.28920139472822,63841300,,173.86455459594725
2023-11-07,180.695556640625,181.31171744967662,177.8631761623555,178.07186894277902,70530000,,174.03499450683594
2023-11-08,181.7589111328125,182.31544537102516,180.46694798586415,181.22225745008475,49340300,,174.18853836059571
2023-11-09,181.2819061279297,182.98132230147056,180.6856107058037,181.82850773747478,53763500,,174.27301406860352
2023-11-10,185.49127197265625,185.66045656490678,182.63526841968368,183.07312579736603,66133400,,174.66038131713867
2023-11-13,183.89906311035156,185.12306234297503,183.31194313207843,184.91409464160964,43627500,,174.97459869384767
2023-11-14,186.52621459960938,187.1929464637487,185.3917728154259,186.78494160849297,60108400,,175.4981887817383
2023-11-15,187.09341430664062,188.5761557735661,186.86453984677962,186.93420587357204,53790500,,176.11523361206054
2023-11-16,188.78515625,190.02906240656043,187.73031107433965,188.6458393678413,54412900,,176.83574752807618
2023-11-17,188.76522827148438,189.45186682219116,187.65069333955432,189.3224957374494,50922700,,177.68346710205077
2023-11-20,190.51666259765625,190.97442674127328,188.95432437160065,188.9642701544006,46505100,,178.61279525756837
2023-11-21,189.71060180664062,190.586316538311,188.8149955106325,190.47685219685218,38134500,,179.4799560546875
2023-11-22,190.37733459472656,191.98943200940647,189.89967891341405,190.55646496546896,39617700,,180.4967300415039
2023-11-24,189.0438690185547,189.96932784078396,188.3273779116158,189.93947531002817,24048300,,181.65602951049806
2023-11-27,188.86473083496094,189.7404455259629,187.97907036225195,188.99410191914976,40552600,,182.740283203125
2023-11-28,189.4717559814453,190.1484487418159,188.4766311807352,188.85478346401288,38415400,,183.7520294189453
2023-11-29,188.44679260253906,191.15353347560767,188.04874872654685,189.96933244559008,43014200,,184.6886749267578
2023-11-30,189.02395629882812,189.39216280718497,187.27254208408095,188.91449196138143,48794400,,185.49516754150392
2023-12-01,190.30767822265625,190.6261102728152,188.3074675935333,189.40211098182942,45679300,,186.18695983886718
2023-12-04,188.50648498535156,189.12347269135768,186.53614211824694,189.05380666632493,43389500,,186.83440780639648
2023-12-05,192.47705078125,193.45226890347428,189.2528407319119,189.28270844769884,66628400,,187.55218200683595
2023-12-06,191.38241577148438,193.81050761672594,191.17343287476277,193.50202134703213,41089700,,188.0865249633789
2023-12-07,193.32290649414062,194.0493433741143,192.64621370853777,192.68602720531442,47477700,,188.66472473144532
2023-12-08,194.75588989257812,195.03452363413496,192.72582670763535,193.25324166018223,53377300,,189.33842391967772
2023-12-11,192.23822021484375,192.54672168765146,190.48680586341095,192.1685693679781,60943700,,189.6757713317871
2023-12-12,193.7607879638672,193.770733747099,190.78535886215118,192.13872941737026,52696900,,190.1688575744629
2023-12-13,196.9949188232422,197.03471713546693,193.90007998207173,194.13890022421998,70404200,,190.69229278564453
2023-12-14,197.14419555664062,198.64682869695653,195.2037050285768,197.0546379594379,66831600,,191.19483184814453
2023-12-15,196.60682678222656,197.4327670575499,196.0395983209077,196.5670132843794,128256700,,191.58591537475587
2023-12-18,194.9350128173828,195.67141069754175,193.4423254921639,195.13403475719855,55751900,,191.89440460205077
2023-12-19,195.97988891601562,195.98983469805682,194.9350047944863,195.20369275359957,40714100,,192.16756591796874
2023-12-20,193.88018798828125,196.71628487042167,193.88018798828125,195.94008865557052,52242800,,192.37604522705078
2023-12-21,193.73089599609375,196.11920471574882,192.55665597684,195.14398662703297,46482500,,192.54372329711913
2023-12-22,192.6561737060547,194.45734722393942,192.02924020237552,194.22845757962483,37122800,,192.72433853149414
2023-12-26,192.10887145996094,192.94477275989206,191.8899427598264,192.66613899324835,28919300,,192.88654556274415
2023-12-27,192.20835876464844,192.5566585360189,190.15840400250286,191.55158790358445,48087700,,193.02337570190429
2023-12-28,192.6362762451172,193.71101293849657,192.22827139973785,193.1935437488545,34049900,,193.23284988403321
2023-12-29,191.5913848876953,193.452263485871,190.7952819760843,192.9547010641641,42628800,,193.36122131347656
2024-01-02,184.73497009277344,187.52132261231023,182.9935016661129,186.2376030973938,82488700,,193.08258590698242
2024-01-03,183.35174560546875,184.973803899141,182.53573597559208,183.32189307602442,58414500,,192.8248489379883
2024-01-04,181.02316284179688,182.19740286158623,179.99818547387906,181.26198308479132,71983600,,192.2521545410156
2024-01-05,180.29672241210938,181.86902157901608,179.29165172771755,181.10278633743064,62303300,,191.69786987304687
2024-01-08,184.65536499023438,184.6951784875532,180.6151605231867,181.20228054123743,59144500,,191.26449279785157
2024-01-09,184.23741149902344,184.24735728099782,181.83915700040632,183.02335798455337,42841800,,190.73856887817382
2024-01-10,185.28231811523438,185.49128585287383,183.02338021192023,183.451291839185,46792900,,190.39077377319336
2024-01-11,184.68521118164062,186.13810009590225,182.7248140769861,185.63057672110963,49128400,,189.93699493408204
2024-01-12,185.01361083984375,185.8296205077815,184.2871739488164,185.1529277118819,40444700,,189.33792953491212
2024-01-16,182.7347869873047,183.36170533773222,180.04793765769844,181.2719521956393,65603000,,188.61745910644532
2024-01-17,181.78941345214844,182.03819468263436,179.42102646331548,180.3862988523529,47317400,,187.8765884399414
2024-01-18,187.7104034423828,188.21791164443712,184.9240508532924,185.18277784532793,78005800,,187.5153579711914
2024-01-19,190.62611389160156,191.01421197583775,187.89948151982946,188.4069897270921,68741000,,187.2476692199707
2024-01-22,192.9447479248047,194.37773007418247,191.3226896328841,191.36250312836654,60133900,,187.20089721679688
2024-01-23,194.22845458984375,194.79568302432682,192.8850451968675,194.06924615918857,42355600,,187.22577514648438
2024-01-24,193.55178833007812,195.42262795546443,193.3925647057047,194.46730139362447,53631300,,187.27055587768555
2024-01-25,193.223388671875,195.31315691300077,192.1685587692801,194.26827279243787,54822100,,187.32628173828124
2024-01-26,191.48191833496094,193.8105067973861,191.00426266727368,193.32290534776368,44594000,,187.2899597167969
2024-01-29,190.7952880859375,191.2629979920715,188.65577567784422,191.07392183626405,47145600,,187.1979103088379
2024-01-30,187.123291015625,190.86497058760852,186.55607768365206,190.00916251363375,55859400,,186.97450561523436
2024-01-31,183.5010223388672,186.18787167030365,183.45127824224116,186.12815142243116,55467800,,186.91280822753907
2024-02-01,185.94903564453125,186.03859323945602,182.9238626911125,183.09303209854838,64885400,,187.04267272949218
2024-02-02,184.94395446777344,186.41673495449575,178.3761245608121,178.9831513103476,102518000,,187.23871231079102
2024-02-05,186.76504516601562,188.32739864140837,184.93401888424728,187.23275511187194,69668800,,187.56212844848633
2024-02-06,188.37713623046875,188.38708201253658,185.8594715869018,185.94902917871246,43490800,,187.74821701049805
2024-02-07,188.48660278320312,190.118606941087,187.69049986083044,189.71060210551596,53439000,,187.96067657470704
2024-02-08,187.40191650390625,188.6159548348253,186.4366441977198,188.46669218310572,40962000,,188.06665649414063
2024-02-09,188.1691436767578,189.30503301755343,187.3222021069975,187.96985257532495,45155200,,188.2408531188965
2024-02-12,186.4752655029297,187.9897897322466,186.1165627960856,187.7406910525987,41781900,,188.31393585205078
2024-02-13,184.37286376953125,185.53865891732192,182.84838113476025,185.10024282819998,56529500,,188.3958396911621
2024-02-14,183.48606872558594,184.8610982078661,181.78224238811126,184.6518638454696,54630500,,188.48067245483398
2024-02-15,183.19712829589844,183.82486181575325,180.69618309757163,182.88824837462906,65434500,,188.25500869750977
2024-02-16,181.65269470214844,184.18354546694673,181.0150027746939,182.75869330174024,49701400,,187.80633773803712
2024-02-20,180.90541076660156,181.77226924950583,179.3510375405212,181.134577279735,53665600,,187.20437088012696
2024-02-21,181.66268920898438,182.23062628266825,180.00867035619171,181.28405435734408,41529700,,186.576082611084
2024-02-22,183.7052764892578,184.29316088677606,181.8021742653834,182.81848586019305,52292200,,186.08375701904296
2024-02-23,181.86195373535156,184.37285727847149,181.57299077597804,184.3429666556088,45119700,,185.51568527221679
2024-02-26,180.50686645507812,182.10108884357552,179.99869543060538,181.5829745492965,40867400,,184.96693267822266
2024-02-27,181.9715576171875,183.25690001064538,178.9126187804792,180.4470750372319,54318900,,184.52574615478517
