Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_200,SMA_60,SMA_20
2023-03-21 00:00:00-04:00,121.55999755859375,126.19999694824219,121.2699966430664,122.0199966430664,1746600,0.0,0.0,,,121.43449935913085
2023-03-22 00:00:00-04:00,121.2699966430664,122.16999816894531,115.86000061035156,115.9000015258789,1164000,0.0,0.0,,,120.97049942016602
2023-03-23 00:00:00-04:00,117.5,124.11000061035156,117.01000213623047,120.87999725341797,1545400,0.0,0.0,,,120.74099922180176
2023-03-24 00:00:00-04:00,118.98999786376953,119.55000305175781,115.56999969482422,118.3499984741211,1004700,0.0,0.0,,,120.54049911499024
2023-03-27 00:00:00-04:00,119.83000183105469,119.83000183105469,115.23999786376953,117.33999633789062,1073100,0.0,0.0,,,120.22849884033204
2023-03-28 00:00:00-04:00,118.12000274658203,119.4000015258789,115.9800033569336,117.98999786376953,773000,0.0,0.0,,,120.04249877929688
2023-03-29 00:00:00-04:00,120.30999755859375,120.55000305175781,117.31999969482422,119.26000213623047,1043900,0.0,0.0,,,119.78299903869629
2023-03-30 00:00:00-04:00,121.54000091552734,125.36000061035156,121.31999969482422,125.05999755859375,2264200,0.0,0.0,,,119.76849899291992
2023-03-31 00:00:00-04:00,126.04000091552734,130.8000030517578,125.8499984741211,126.44000244140625,1736700,0.0,0.0,,,119.81349906921386
2023-04-03 00:00:00-04:00,125.62999725341797,128.77000427246094,125.25,128.6699981689453,1065400,0.0,0.0,,,119.99399909973144
2023-04-04 00:00:00-04:00,129.5800018310547,129.58999633789062,124.5999984741211,127.0199966430664,1180900,0.0,0.0,,,120.1214988708496
2023-04-05 00:00:00-04:00,125.22000122070312,125.91999816894531,121.04000091552734,123.58000183105469,1334600,0.0,0.0,,,120.11049880981446
2023-04-06 00:00:00-04:00,122.55000305175781,122.80000305175781,119.61000061035156,121.86000061035156,714000,0.0,0.0,,,120.22199897766113
2023-04-10 00:00:00-04:00,121.33999633789062,128.17999267578125,120.77999877929688,127.97000122070312,1226300,0.0,0.0,,,120.85449905395508
2023-04-11 00:00:00-04:00,128.16000366210938,129.13999938964844,125.05999755859375,128.07000732421875,1147500,0.0,0.0,,,121.69249954223633
2023-04-12 00:00:00-04:00,129.4600067138672,130.41000366210938,126.0,126.19000244140625,970800,0.0,0.0,,,122.18999977111817
2023-04-13 00:00:00-04:00,128.0,131.27999877929688,126.87999725341797,130.77999877929688,909000,0.0,0.0,,,122.85749969482421
2023-04-14 00:00:00-04:00,131.4499969482422,134.8000030517578,131.00999450683594,134.3000030517578,1256200,0.0,0.0,,,123.50949974060059
2023-04-17 00:00:00-04:00,135.5500030517578,140.16000366210938,135.35000610351562,139.0399932861328,1980600,0.0,0.0,,,124.46549949645996
2023-04-18 00:00:00-04:00,140.60000610351562,145.19000244140625,138.9199981689453,143.75,1923600,0.0,0.0,,,125.72349967956544
2023-04-19 00:00:00-04:00,142.69000244140625,146.22999572753906,142.00999450683594,144.3699951171875,1691000,0.0,0.0,,,126.84099960327148
2023-04-20 00:00:00-04:00,142.3300018310547,146.85000610351562,142.1199951171875,145.72999572753906,1189400,0.0,0.0,,,128.3324993133545
2023-04-21 00:00:00-04:00,145.8300018310547,148.17999267578125,144.07000732421875,147.17999267578125,1055800,0.0,0.0,,,129.64749908447266
2023-04-24 00:00:00-04:00,146.67999267578125,151.32000732421875,146.67999267578125,151.1300048828125,1947600,0.0,0.0,,,131.28649940490723
2023-04-25 00:00:00-04:00,149.05999755859375,150.55999755859375,144.72999572753906,145.3300018310547,1457300,0.0,0.0,,,132.68599967956544
2023-04-26 00:00:00-04:00,145.35000610351562,150.27999877929688,143.8300018310547,147.77999877929688,2089000,0.0,0.0,,125.51999956766764,134.1754997253418
2023-04-27 00:00:00-04:00,135.8000030517578,136.5,116.61000061035156,124.31999969482422,10529500,0.0,0.0,,125.56249961853027,134.4284996032715
2023-04-28 00:00:00-04:00,123.01000213623047,124.80000305175781,118.52999877929688,123.66999816894531,3114100,0.0,0.0,,125.53633295694986,134.35899963378907
2023-05-01 00:00:00-04:00,123.87999725341797,125.5,119.44000244140625,120.9800033569336,1744900,0.0,0.0,,125.46233304341634,134.08599967956542
2023-05-02 00:00:00-04:00,120.66999816894531,120.73999786376953,116.5,120.16000366210938,1668700,0.0,0.0,,125.43199971516927,133.66049995422364
2023-05-03 00:00:00-04:00,119.83999633789062,121.93000030517578,118.83000183105469,120.12999725341797,1526700,0.0,0.0,,125.45533294677735,133.3159999847412
2023-05-04 00:00:00-04:00,119.08000183105469,119.61000061035156,109.4000015258789,109.8499984741211,2266700,0.0,0.0,,125.27683296203614,132.62949981689454
2023-05-05 00:00:00-04:00,111.69999694824219,115.61000061035156,110.04000091552734,114.4800033569336,1534700,0.0,0.0,,125.241166305542,132.26049995422363
2023-05-08 00:00:00-04:00,115.11000061035156,117.08000183105469,113.52999877929688,116.75,1197900,0.0,0.0,,125.27399965922038,131.6994998931885
2023-05-09 00:00:00-04:00,115.02999877929688,117.06999969482422,113.36000061035156,116.91000366210938,1312300,0.0,0.0,,125.30083300272624,131.141499710083
2023-05-10 00:00:00-04:00,118.68000030517578,119.04000091552734,114.37000274658203,116.45999908447266,1151000,0.0,0.0,,125.26433296203614,130.65499954223634
2023-05-11 00:00:00-04:00,116.19999694824219,117.5999984741211,114.68000030517578,116.80000305175781,883100,0.0,0.0,,125.17049967447916,129.95599975585938
2023-05-12 00:00:00-04:00,117.30000305175781,118.61000061035156,113.9000015258789,115.4000015258789,752600,0.0,0.0,,124.9993330637614,129.01099967956543
2023-05-15 00:00:00-04:00,117.30000305175781,120.33999633789062,116.16999816894531,118.38999938964844,1093200,0.0,0.0,,124.7858331044515,127.9784999847412
2023-05-16 00:00:00-04:00,117.3499984741211,117.3499984741211,113.4000015258789,113.44999694824219,1420700,0.0,0.0,,124.48549969991048,126.46349983215332
2023-05-17 00:00:00-04:00,113.7300033569336,116.9000015258789,111.66999816894531,116.66999816894531,1235600,0.0,0.0,,124.45133298238119,125.07849998474121
2023-05-18 00:00:00-04:00,116.37999725341797,118.73999786376953,114.76000213623047,115.37000274658203,1064100,0.0,0.0,,124.28783302307129,123.56050033569336
2023-05-19 00:00:00-04:00,113.5,113.5,107.80000305175781,109.0,3238500,0.0,0.0,,124.01333300272624,121.6515007019043
2023-05-22 00:00:00-04:00,109.20999908447266,110.20999908447266,106.5,107.11000061035156,1900000,0.0,0.0,,123.75916633605956,119.45050048828125
2023-05-23 00:00:00-04:00,107.16999816894531,107.66000366210938,104.91000366210938,106.13999938964844,1551900,0.0,0.0,,123.4684996287028,117.49100036621094
2023-05-24 00:00:00-04:00,105.94999694824219,106.44000244140625,102.70999908447266,104.08999633789062,1413700,0.0,0.0,,123.17483291625976,115.30650024414062
2023-05-25 00:00:00-04:00,104.3499984741211,108.91999816894531,101.6500015258789,104.31999969482422,2955100,0.0,0.0,,122.83933296203614,114.30650024414062
2023-05-26 00:00:00-04:00,104.19999694824219,108.41000366210938,103.36000061035156,106.73999786376953,1416700,0.0,0.0,,122.52916628519694,113.46000022888184
2023-05-30 00:00:00-04:00,108.12000274658203,114.62999725341797,108.0,114.33000183105469,2157400,0.0,0.0,,122.3423329671224,113.12750015258788
2023-05-31 00:00:00-04:00,112.94000244140625,113.30000305175781,110.11000061035156,112.27999877929688,2070800,0.0,0.0,,122.12933298746745,112.73349990844727
2023-06-01 00:00:00-04:00,111.16000366210938,111.5999984741211,104.06999969482422,105.16000366210938,2094700,0.0,0.0,,121.80749969482422,111.98500022888183
2023-06-02 00:00:00-04:00,107.83000183105469,110.58000183105469,105.25,110.04000091552734,1848600,0.0,0.0,,121.57816632588704,111.99450035095215
2023-06-05 00:00:00-04:00,110.04000091552734,110.38999938964844,107.25,109.66000366210938,1046900,0.0,0.0,,121.4119997660319,111.75350036621094
2023-06-06 00:00:00-04:00,109.66000366210938,116.02999877929688,109.4800033569336,115.95999908447266,1795600,0.0,0.0,,121.42266642252604,111.71400032043456
2023-06-07 00:00:00-04:00,115.5999984741211,122.81999969482422,114.9000015258789,121.08999633789062,2568500,0.0,0.0,,121.58566640218099,111.92299995422363
2023-06-08 00:00:00-04:00,120.61000061035156,122.19999694824219,115.81999969482422,116.56999969482422,1193900,0.0,0.0,,121.59116643269857,111.92849998474121
2023-06-09 00:00:00-04:00,117.48999786376953,119.9800033569336,115.97000122070312,116.19000244140625,1033100,0.0,0.0,,121.57049980163575,111.89799995422364
2023-06-12 00:00:00-04:00,117.0,117.83999633789062,114.81999969482422,115.61000061035156,1200300,0.0,0.0,,121.47633310953776,111.90849990844727
2023-06-13 00:00:00-04:00,116.70999908447266,117.83000183105469,114.38999938964844,114.80000305175781,1480800,0.0,0.0,,121.39099985758463,111.72900009155273
2023-06-14 00:00:00-04:00,114.77999877929688,116.4800033569336,112.61000061035156,114.72000122070312,1505300,0.0,0.0,,121.32649993896484,111.79250030517578
2023-06-15 00:00:00-04:00,113.16999816894531,115.72000122070312,112.5,115.08999633789062,908900,0.0,0.0,,121.21099993387858,111.71350021362305
2023-06-16 00:00:00-04:00,116.38999938964844,116.61000061035156,109.56999969482422,109.94999694824219,2169900,0.0,0.0,,121.11183319091796,111.44249992370605
2023-06-20 00:00:00-04:00,109.19000244140625,109.37999725341797,104.13999938964844,105.94999694824219,2634200,0.0,0.0,,120.86299985249838,111.28999977111816
2023-06-21 00:00:00-04:00,105.94999694824219,110.2300033569336,105.48999786376953,108.58000183105469,1882400,0.0,0.0,,120.70016657511393,111.36349983215332
2023-06-22 00:00:00-04:00,108.22000122070312,109.43000030517578,106.55999755859375,107.05999755859375,1223500,0.0,0.0,,120.52883326212564,111.40949974060058
2023-06-23 00:00:00-04:00,105.44999694824219,107.79000091552734,104.5999984741211,106.01000213623047,8150000,0.0,0.0,,120.32916666666667,111.50550003051758
2023-06-26 00:00:00-04:00,106.69000244140625,110.3499984741211,104.70999908447266,104.79000091552734,1483900,0.0,0.0,,120.08799997965495,111.52900009155273
2023-06-27 00:00:00-04:00,106.01000213623047,109.19999694824219,106.01000213623047,107.08000183105469,1418900,0.0,0.0,,119.78833338419597,111.54600028991699
2023-06-28 00:00:00-04:00,107.04000091552734,107.58999633789062,105.08000183105469,107.12999725341797,1601200,0.0,0.0,,119.46649996439616,111.18600006103516
2023-06-29 00:00:00-04:00,108.20999908447266,110.66999816894531,107.48999786376953,108.20999908447266,1112700,0.0,0.0,,119.12549997965495,110.98250007629395
2023-06-30 00:00:00-04:00,109.0,113.02999877929688,107.7300033569336,112.44000244140625,1431700,0.0,0.0,,118.88250007629395,111.34650001525878
2023-07-03 00:00:00-04:00,113.23999786376953,117.33999633789062,113.23999786376953,117.05999755859375,1219100,0.0,0.0,,118.77383333841959,111.6974998474121
2023-07-05 00:00:00-04:00,116.19999694824219,116.37000274658203,114.13999938964844,114.26000213623047,1269700,0.0,0.0,,118.64716669718425,111.92749977111816
2023-07-06 00:00:00-04:00,112.12999725341797,113.0999984741211,109.11000061035156,111.43000030517578,1851900,0.0,0.0,,118.37150001525879,111.70099983215331
2023-07-07 00:00:00-04:00,111.43000030517578,113.58999633789062,110.97000122070312,112.43000030517578,1559600,0.0,0.0,,118.11083323160807,111.26800003051758
2023-07-10 00:00:00-04:00,112.76000213623047,117.73999786376953,112.44999694824219,117.37000274658203,1591300,0.0,0.0,,117.96383323669434,111.30800018310546
2023-07-11 00:00:00-04:00,118.0,121.41999816894531,117.16999816894531,120.44000244140625,1584700,0.0,0.0,,117.79149996439615,111.52050018310547
2023-07-12 00:00:00-04:00,122.97000122070312,126.68000030517578,122.1500015258789,126.41999816894531,1834000,0.0,0.0,,117.66016654968261,112.06100006103516
2023-07-13 00:00:00-04:00,127.7300033569336,129.88999938964844,123.76000213623047,125.98999786376953,1786100,0.0,0.0,,117.44266662597656,112.62049980163575
2023-07-14 00:00:00-04:00,125.98999786376953,126.77999877929688,123.5199966430664,124.04000091552734,1370000,0.0,0.0,,117.11416664123536,113.08649978637695
2023-07-17 00:00:00-04:00,124.06999969482422,127.48999786376953,122.3499984741211,127.0999984741211,1183900,0.0,0.0,,116.8263333638509,113.68699989318847
2023-07-18 00:00:00-04:00,126.83000183105469,128.85000610351562,125.1500015258789,127.33999633789062,1285800,0.0,0.0,,116.51983337402343,114.5564998626709
2023-07-19 00:00:00-04:00,128.4499969482422,130.36000061035156,127.22000122070312,129.88999938964844,1115700,0.0,0.0,,116.23166681925456,115.75349998474121
2023-07-20 00:00:00-04:00,129.67999267578125,129.67999267578125,121.7699966430664,121.83999633789062,1702800,0.0,0.0,,115.74350001017253,116.416499710083
2023-07-21 00:00:00-04:00,124.05000305175781,125.62999725341797,122.62000274658203,122.80999755859375,1105100,0.0,0.0,,115.36816660563152,117.20399971008301
2023-07-24 00:00:00-04:00,123.81999969482422,126.41999816894531,122.13999938964844,122.66000366210938,1571300,0.0,0.0,,114.94950002034506,118.03649978637695
2023-07-25 00:00:00-04:00,122.58000183105469,124.69000244140625,121.69000244140625,121.87000274658203,1479800,0.0,0.0,,114.90866673787436,118.89049987792968
2023-07-26 00:00:00-04:00,121.0,122.55000305175781,118.38999938964844,119.80000305175781,2410900,0.0,0.0,,114.84416681925455,119.52649993896485
2023-07-27 00:00:00-04:00,110.37999725341797,111.13999938964844,101.01000213623047,102.30000305175781,10487000,0.0,0.0,,114.53283348083497,119.28500022888184
2023-07-28 00:00:00-04:00,105.16000366210938,108.76000213623047,103.70999908447266,108.13999938964844,4591000,0.0,0.0,,114.33250007629394,119.28150024414063
2023-07-31 00:00:00-04:00,108.48999786376953,108.69000244140625,105.91000366210938,108.3499984741211,3093500,0.0,0.0,,114.13616676330567,119.07700004577637
2023-08-01 00:00:00-04:00,107.08999633789062,108.0,105.80000305175781,107.0,1674700,0.0,0.0,,114.08866678873697,118.57400016784668
2023-08-02 00:00:00-04:00,105.83000183105469,106.37000274658203,102.83000183105469,104.30000305175781,2135800,0.0,0.0,,113.91900011698405,118.07600021362305
2023-08-03 00:00:00-04:00,104.79000091552734,105.76000213623047,103.36000061035156,103.7699966430664,1788400,0.0,0.0,,113.70266672770182,117.69300003051758
2023-08-04 00:00:00-04:00,105.12999725341797,108.25,104.47000122070312,105.91000366210938,2301600,0.0,0.0,,113.51933339436849,117.36700019836425
2023-08-07 00:00:00-04:00,106.16000366210938,106.79000091552734,103.30000305175781,104.4800033569336,1384600,0.0,0.0,,113.31966679890951,116.72250022888184
2023-08-08 00:00:00-04:00,102.38999938964844,104.23999786376953,101.20999908447266,104.05999755859375,1646900,0.0,0.0,,113.10733337402344,115.90349998474122
2023-08-09 00:00:00-04:00,103.19999694824219,104.37999725341797,101.7300033569336,102.94999694824219,1061000,0.0,0.0,,112.89983329772949,114.72999992370606
2023-08-10 00:00:00-04:00,103.37999725341797,106.19000244140625,102.11000061035156,103.0,1379800,0.0,0.0,,112.64333330790201,113.58050003051758
2023-08-11 00:00:00-04:00,102.0999984741211,102.55999755859375,99.95999908447266,100.58999633789062,1511100,0.0,0.0,,112.42899996439616,112.40799980163574
2023-08-14 00:00:00-04:00,101.9800033569336,102.0199966430664,98.2699966430664,99.22000122070312,1912400,0.0,0.0,,112.13816668192545,111.01399993896484
2023-08-15 00:00:00-04:00,98.25,99.2300033569336,97.08000183105469,97.80000305175781,1967400,0.0,0.0,,111.84533335367838,109.5370002746582
2023-08-16 00:00:00-04:00,97.79000091552734,98.44999694824219,93.87000274658203,94.01000213623047,2570800,0.0,0.0,,111.59550005594889,107.74300041198731
2023-08-17 00:00:00-04:00,94.1500015258789,95.30999755859375,92.37999725341797,92.47000122070312,2417900,0.0,0.0,,111.35150006612142,106.27450065612793
2023-08-18 00:00:00-04:00,91.25,95.0,91.13999938964844,94.80000305175781,1819900,0.0,0.0,,111.16250012715658,104.87400093078614
2023-08-21 00:00:00-04:00,95.88999938964844,98.69999694824219,95.62999725341797,98.08000183105469,1850100,0.0,0.0,,111.06233355204265,103.6450008392334
2023-08-22 00:00:00-04:00,96.6500015258789,98.94999694824219,96.51000213623047,98.51000213623047,1642500,0.0,0.0,,110.96550025939942,102.47700080871581
2023-08-23 00:00:00-04:00,95.36000061035156,100.4000015258789,94.81999969482422,99.20999908447266,1755500,0.0,0.0,,110.84000027974447,101.44750061035157
2023-08-24 00:00:00-04:00,99.16000366210938,99.55999755859375,94.80999755859375,95.0999984741211,1485200,0.0,0.0,,110.51950022379557,101.08750038146972
2023-08-25 00:00:00-04:00,95.77999877929688,96.76000213623047,93.94000244140625,95.55999755859375,974400,0.0,0.0,,110.24083353678385,100.458500289917
2023-08-28 00:00:00-04:00,96.23999786376953,97.3499984741211,95.97000122070312,96.83999633789062,1178900,0.0,0.0,,110.10216674804687,99.88300018310547
2023-08-29 00:00:00-04:00,96.4000015258789,97.69000244140625,95.61000061035156,97.3499984741211,961400,0.0,0.0,,109.89066670735677,99.40050010681152
2023-08-30 00:00:00-04:00,97.66999816894531,98.30999755859375,95.63999938964844,96.83999633789062,917500,0.0,0.0,,109.67699991861979,99.02749977111816
2023-08-31 00:00:00-04:00,96.83999633789062,98.79000091552734,96.83999633789062,97.33999633789062,853300,0.0,0.0,,109.36666653951009,98.70599975585938
2023-09-01 00:00:00-04:00,98.69000244140625,100.41999816894531,98.4800033569336,99.86000061035156,1010000,0.0,0.0,,109.01283327738444,98.40349960327148
2023-09-05 00:00:00-04:00,99.70999908447266,100.0,96.95999908447266,98.38999938964844,1079200,0.0,0.0,,108.70983327229818,98.09899940490723
2023-09-06 00:00:00-04:00,98.0,98.91999816894531,96.30999755859375,96.36000061035156,1185200,0.0,0.0,,108.3793332417806,97.71399955749511
2023-09-07 00:00:00-04:00,93.4800033569336,97.1500015258789,92.29000091552734,96.27999877929688,1822100,0.0,0.0,,108.05716654459636,97.38049964904785
2023-09-08 00:00:00-04:00,96.27999877929688,96.47000122070312,93.26000213623047,93.37000274658203,1034700,0.0,0.0,,107.69999987284342,96.89899978637695
2023-09-11 00:00:00-04:00,94.29000091552734,95.41000366210938,92.36000061035156,92.75,978100,0.0,0.0,,107.33383318583171,96.50699996948242
2023-09-12 00:00:00-04:00,92.2699966430664,93.4800033569336,91.75,91.86000061035156,844600,0.0,0.0,,106.94666659037271,96.13899993896484
2023-09-13 00:00:00-04:00,91.69999694824219,91.91000366210938,87.12000274658203,89.51000213623047,2033800,0.0,0.0,,106.60600001017252,95.72449989318848
2023-09-14 00:00:00-04:00,90.66000366210938,90.7699966430664,88.23999786376953,90.72000122070312,1153400,0.0,0.0,,106.35216674804687,95.55999984741212
2023-09-15 00:00:00-04:00,90.11000061035156,90.66000366210938,87.2699966430664,87.98999786376953,3329400,0.0,0.0,,106.00900001525879,95.33599967956543
2023-09-18 00:00:00-04:00,87.76000213623047,88.9800033569336,86.62999725341797,87.62000274658203,1505900,0.0,0.0,,105.68500010172527,94.97699966430665
2023-09-19 00:00:00-04:00,88.04000091552734,90.36000061035156,88.0,89.68000030517578,1632000,0.0,0.0,,105.41283340454102,94.5569995880127
2023-09-20 00:00:00-04:00,90.06999969482422,90.69999694824219,87.88999938964844,87.94000244140625,910600,0.0,0.0,,105.132000096639,94.02849960327148
2023-09-21 00:00:00-04:00,86.7699966430664,87.5,86.0,86.08000183105469,1073700,0.0,0.0,,104.782000096639,93.37199974060059
2023-09-22 00:00:00-04:00,87.23999786376953,87.52999877929688,85.44999694824219,86.44999694824219,784100,0.0,0.0,,104.43733342488606,92.93949966430664
2023-09-25 00:00:00-04:00,85.52999877929688,86.79000091552734,85.01000213623047,86.30999755859375,880400,0.0,0.0,,104.07233339945475,92.47699966430665
2023-09-26 00:00:00-04:00,85.51000213623047,86.4000015258789,83.79000091552734,83.86000061035156,1115900,0.0,0.0,,103.59600003560384,91.82799987792968
2023-09-27 00:00:00-04:00,84.4000015258789,85.87000274658203,83.38999938964844,84.55999755859375,1074500,0.0,0.0,,103.05433336893718,91.18849983215333
2023-09-28 00:00:00-04:00,84.72000122070312,85.91000366210938,83.73999786376953,85.87000274658203,1270500,0.0,0.0,,102.58116671244304,90.64000015258789
2023-09-29 00:00:00-04:00,89.81999969482422,90.62999725341797,87.48999786376953,88.2300033569336,1800500,0.0,0.0,,102.194500096639,90.18450050354004
2023-10-02 00:00:00-04:00,88.2300033569336,89.9800033569336,87.80000305175781,87.87999725341797,1461900,0.0,0.0,,101.7853333791097,89.58550033569335
2023-10-03 00:00:00-04:00,86.94000244140625,87.41999816894531,84.5,85.94000244140625,1339300,0.0,0.0,,101.26150004069011,88.96300048828125
2023-10-04 00:00:00-04:00,85.1500015258789,86.19000244140625,83.63999938964844,85.48999786376953,1437200,0.0,0.0,,100.67899996439616,88.41950035095215
2023-10-05 00:00:00-04:00,85.7300033569336,86.56999969482422,83.91999816894531,84.2699966430664,993100,0.0,0.0,,99.97649993896485,87.81900024414062
2023-10-06 00:00:00-04:00,83.33000183105469,85.69999694824219,82.75,84.81999969482422,926400,0.0,0.0,,99.29033330281575,87.39150009155273
2023-10-09 00:00:00-04:00,83.69000244140625,85.62000274658203,82.58999633789062,85.19999694824219,946300,0.0,0.0,,98.642999903361,87.01399993896484
2023-10-10 00:00:00-04:00,85.66000366210938,88.05999755859375,85.48999786376953,86.94000244140625,1042600,0.0,0.0,,97.97366663614909,86.76800003051758
2023-10-11 00:00:00-04:00,86.80000305175781,87.88999938964844,85.22000122070312,86.58000183105469,1068200,0.0,0.0,,97.2943333943685,86.62150001525879
2023-10-12 00:00:00-04:00,87.9000015258789,88.5199966430664,84.58999633789062,84.80000305175781,1370300,0.0,0.0,,96.54283345540365,86.32550010681152
2023-10-13 00:00:00-04:00,84.77999877929688,84.77999877929688,82.25,82.7300033569336,1161700,0.0,0.0,,95.89100023905436,86.06250038146973
2023-10-16 00:00:00-04:00,83.19999694824219,86.4800033569336,83.19000244140625,85.7300033569336,1610500,0.0,0.0,,95.27300033569335,85.9680004119873
2023-10-17 00:00:00-04:00,85.58999633789062,88.98999786376953,85.58999633789062,87.2300033569336,1600500,0.0,0.0,,94.6825003306071,85.84550056457519
2023-10-18 00:00:00-04:00,86.18000030517578,86.97000122070312,85.05000305175781,85.30000305175781,1209600,0.0,0.0,,94.07300033569337,85.71350059509277
2023-10-19 00:00:00-04:00,85.30000305175781,86.30999755859375,84.13999938964844,84.44999694824219,1292800,0.0,0.0,,93.48383356730143,85.63200035095215
2023-10-20 00:00:00-04:00,86.80000305175781,88.5199966430664,85.05999755859375,85.55999755859375,1290000,0.0,0.0,,93.2048334757487,85.58750038146972
2023-10-23 00:00:00-04:00,85.27999877929688,86.31999969482422,84.27999877929688,84.8499984741211,1087600,0.0,0.0,,92.81666679382325,85.51450042724609
2023-10-24 00:00:00-04:00,86.2699966430664,89.91999816894531,86.2699966430664,89.16000366210938,1539800,0.0,0.0,,92.49683354695638,85.77950057983398
2023-10-25 00:00:00-04:00,88.88999938964844,89.4000015258789,87.47000122070312,87.5199966430664,1076300,0.0,0.0,,92.17216682434082,85.92750053405761
2023-10-26 00:00:00-04:00,87.16000366210938,88.68000030517578,85.70999908447266,86.3499984741211,1271700,0.0,0.0,,91.87300008138021,85.95150032043458
2023-10-27 00:00:00-04:00,87.08000183105469,89.55000305175781,85.83999633789062,85.9800033569336,1113300,0.0,0.0,,91.576500193278,85.83900032043456
